arm,bar,rsi_kind,style,params,n_periods,start,end,years,cagr_pct,maxdd_pct,exc_spy,t_spy,exc_ew9,t_ew9,ann_turnover,pct_in_mkt,n_rebal,exc_spy_h1,exc_spy_h2,N,H,E,X
price,1D,wilder,乙,"E=30,X=80,H=1",6513,2000-10-02,2026-08-27,25.9,7.7305,-41.564,-0.8482,-0.314,-1.7254,-0.811,58.32,91.8,3919.0,2.9266,-4.8856,,1.0,30.0,80.0
mult,1D,wilder,乙,"E=30,X=85,H=1",6513,2000-10-02,2026-08-27,25.9,8.8481,-42.952,0.2694,0.209,-0.6078,-0.297,45.2,96.81,3556.0,4.2264,-3.9559,,1.0,30.0,85.0
price,1D,wilder,乙,"E=30,X=85,H=1",6513,2000-10-02,2026-08-27,25.9,9.0517,-43.769,0.473,0.312,-0.4042,-0.133,49.19,94.61,3637.0,3.1329,-2.4024,,1.0,30.0,85.0
mult,1D,wilder,乙,"E=30,X=90,H=1",6513,2000-10-02,2026-08-27,25.9,9.0522,-47.552,0.4735,0.335,-0.4037,-0.26,34.77,98.66,3097.0,4.3567,-3.676,,1.0,30.0,90.0
price,1D,wilder,乙,"E=30,X=90,H=1",6513,2000-10-02,2026-08-27,25.9,8.7378,-50.949,0.1591,0.14,-0.7182,-0.469,38.26,97.48,3196.0,2.497,-2.3759,,1.0,30.0,90.0
mult,1D,wilder,乙,"E=30,X=95,H=1",6513,2000-10-02,2026-08-27,25.9,8.6603,-54.05,0.0816,0.084,-0.7957,-1.006,19.59,99.77,2260.0,3.0938,-3.1637,,1.0,30.0,95.0
price,1D,wilder,乙,"E=30,X=95,H=1",6513,2000-10-02,2026-08-27,25.9,7.9242,-53.248,-0.6545,-0.492,-1.5317,-1.936,21.03,99.4,2300.0,2.3981,-3.9415,,1.0,30.0,95.0
mult,1D,wilder,乙,"E=35,X=50,H=1",6513,2000-10-02,2026-08-27,25.9,3.0406,-54.361,-5.5381,-2.226,-6.4154,-2.931,86.87,87.67,4941.0,0.7897,-12.1484,,1.0,35.0,50.0
price,1D,wilder,乙,"E=35,X=50,H=1",6513,2000-10-02,2026-08-27,25.9,4.1408,-44.214,-4.4379,-1.775,-5.3151,-2.332,91.63,82.65,4974.0,1.6484,-10.81,,1.0,35.0,50.0
mult,1D,wilder,乙,"E=35,X=55,H=1",6513,2000-10-02,2026-08-27,25.9,3.3947,-43.614,-5.184,-2.124,-6.0612,-2.843,83.35,88.61,4839.0,1.035,-11.6871,,1.0,35.0,55.0
price,1D,wilder,乙,"E=35,X=55,H=1",6513,2000-10-02,2026-08-27,25.9,4.2037,-39.582,-4.375,-1.763,-5.2522,-2.335,88.05,83.71,4863.0,1.059,-10.0985,,1.0,35.0,55.0
mult,1D,wilder,乙,"E=35,X=60,H=1",6513,2000-10-02,2026-08-27,25.9,2.2692,-46.515,-6.3095,-2.653,-7.1867,-3.472,79.01,89.93,4707.0,-1.5906,-11.3124,,1.0,35.0,60.0
price,1D,wilder,乙,"E=35,X=60,H=1",6513,2000-10-02,2026-08-27,25.9,3.0322,-39.976,-5.5465,-2.283,-6.4237,-2.93,83.93,84.91,4751.0,-0.8153,-10.5621,,1.0,35.0,60.0
mult,1D,wilder,乙,"E=35,X=65,H=1",6513,2000-10-02,2026-08-27,25.9,3.1606,-46.684,-5.4181,-2.338,-6.2954,-3.144,74.82,91.22,4593.0,-1.2403,-9.8693,,1.0,35.0,65.0
price,1D,wilder,乙,"E=35,X=65,H=1",6513,2000-10-02,2026-08-27,25.9,4.1333,-40.457,-4.4454,-1.871,-5.3226,-2.489,79.95,86.37,4645.0,0.3744,-9.5508,,1.0,35.0,65.0
mult,1D,wilder,乙,"E=35,X=70,H=1",6513,2000-10-02,2026-08-27,25.9,3.36,-47.121,-5.2187,-2.328,-6.096,-3.194,69.16,92.69,4409.0,-2.6182,-8.0272,,1.0,35.0,70.0
price,1D,wilder,乙,"E=35,X=70,H=1",6513,2000-10-02,2026-08-27,25.9,3.9804,-42.154,-4.5983,-1.978,-5.4755,-2.668,74.58,88.39,4487.0,-1.2606,-8.1812,,1.0,35.0,70.0
mult,1D,wilder,乙,"E=35,X=75,H=1",6513,2000-10-02,2026-08-27,25.9,5.1514,-48.772,-3.4273,-1.619,-4.3046,-2.452,62.07,94.37,4208.0,-0.4397,-6.6447,,1.0,35.0,75.0
price,1D,wilder,乙,"E=35,X=75,H=1",6513,2000-10-02,2026-08-27,25.9,5.1748,-47.16,-3.4039,-1.515,-4.2811,-2.193,67.84,90.68,4297.0,-0.0918,-6.9606,,1.0,35.0,75.0
mult,1D,wilder,乙,"E=35,X=80,H=1",6513,2000-10-02,2026-08-27,25.9,5.2679,-45.587,-3.3108,-1.693,-4.188,-2.648,55.04,95.98,3990.0,0.4788,-7.3628,,1.0,35.0,80.0
price,1D,wilder,乙,"E=35,X=80,H=1",6513,2000-10-02,2026-08-27,25.9,5.1697,-45.804,-3.409,-1.647,-4.2862,-2.44,60.2,93.26,4077.0,-0.5793,-6.4606,,1.0,35.0,80.0
mult,1D,wilder,乙,"E=35,X=85,H=1",6513,2000-10-02,2026-08-27,25.9,7.4095,-46.19,-1.1692,-0.623,-2.0464,-1.419,45.95,97.47,3663.0,1.8658,-4.4375,,1.0,35.0,85.0
price,1D,wilder,乙,"E=35,X=85,H=1",6513,2000-10-02,2026-08-27,25.9,6.9071,-46.539,-1.6716,-0.869,-2.5488,-1.611,50.23,95.55,3762.0,0.3817,-3.902,,1.0,35.0,85.0
mult,1D,wilder,乙,"E=35,X=90,H=1",6513,2000-10-02,2026-08-27,25.9,8.4908,-49.123,-0.0879,-0.043,-0.9652,-0.837,34.94,98.89,3177.0,3.2025,-3.6235,,1.0,35.0,90.0
price,1D,wilder,乙,"E=35,X=90,H=1",6513,2000-10-02,2026-08-27,25.9,7.6429,-51.674,-0.9358,-0.571,-1.813,-1.478,38.46,97.87,3281.0,0.6758,-2.6939,,1.0,35.0,90.0
mult,1D,wilder,乙,"E=35,X=95,H=1",6513,2000-10-02,2026-08-27,25.9,8.5612,-54.573,-0.0175,-0.007,-0.8948,-1.263,19.71,99.82,2326.0,2.6073,-2.8557,,1.0,35.0,95.0
price,1D,wilder,乙,"E=35,X=95,H=1",6513,2000-10-02,2026-08-27,25.9,7.8554,-53.284,-0.7233,-0.567,-1.6006,-2.202,21.08,99.52,2364.0,2.1711,-3.8446,,1.0,35.0,95.0
mult,1D,wilder,乙,"E=40,X=50,H=1",6513,2000-10-02,2026-08-27,25.9,2.7884,-45.761,-5.7903,-2.456,-6.6675,-3.233,89.87,89.24,5125.0,1.0975,-12.9482,,1.0,40.0,50.0
price,1D,wilder,乙,"E=40,X=50,H=1",6513,2000-10-02,2026-08-27,25.9,2.5799,-43.611,-5.9988,-2.526,-6.876,-3.202,95.07,85.32,5164.0,0.1465,-12.4292,,1.0,40.0,50.0
mult,1D,wilder,乙,"E=40,X=55,H=1",6513,2000-10-02,2026-08-27,25.9,3.24,-45.354,-5.3387,-2.311,-6.2159,-3.108,85.94,89.9,5036.0,1.7422,-12.6842,,1.0,40.0,55.0
price,1D,wilder,乙,"E=40,X=55,H=1",6513,2000-10-02,2026-08-27,25.9,2.7974,-44.373,-5.7813,-2.469,-6.6586,-3.166,91.22,86.06,5063.0,0.285,-12.1338,,1.0,40.0,55.0
mult,1D,wilder,乙,"E=40,X=60,H=1",6513,2000-10-02,2026-08-27,25.9,2.0688,-47.127,-6.5099,-2.886,-7.3871,-3.794,81.51,91.33,4901.0,-0.6394,-12.6684,,1.0,40.0,60.0
price,1D,wilder,乙,"E=40,X=60,H=1",6513,2000-10-02,2026-08-27,25.9,2.2516,-42.081,-6.3271,-2.754,-7.2043,-3.511,86.85,87.06,4955.0,-0.3187,-12.6222,,1.0,40.0,60.0
mult,1D,wilder,乙,"E=40,X=65,H=1",6513,2000-10-02,2026-08-27,25.9,2.7796,-47.383,-5.7991,-2.632,-6.6764,-3.537,77.04,92.49,4774.0,-0.5846,-11.3027,,1.0,40.0,65.0
price,1D,wilder,乙,"E=40,X=65,H=1",6513,2000-10-02,2026-08-27,25.9,2.9706,-41.176,-5.6081,-2.492,-6.4854,-3.237,82.63,88.48,4819.0,0.0805,-11.5859,,1.0,40.0,65.0
mult,1D,wilder,乙,"E=40,X=70,H=1",6513,2000-10-02,2026-08-27,25.9,3.1073,-49.66,-5.4714,-2.56,-6.3487,-3.526,71.11,93.78,4571.0,-1.9991,-9.1941,,1.0,40.0,70.0
price,1D,wilder,乙,"E=40,X=70,H=1",6513,2000-10-02,2026-08-27,25.9,3.4021,-44.994,-5.1766,-2.338,-6.0538,-3.132,76.86,90.23,4651.0,-1.2197,-9.4007,,1.0,40.0,70.0
mult,1D,wilder,乙,"E=40,X=75,H=1",6513,2000-10-02,2026-08-27,25.9,5.041,-50.599,-3.5377,-1.753,-4.4149,-2.67,63.76,95.18,4374.0,0.1998,-7.5359,,1.0,40.0,75.0
price,1D,wilder,乙,"E=40,X=75,H=1",6513,2000-10-02,2026-08-27,25.9,4.7868,-48.086,-3.7919,-1.772,-4.6692,-2.539,69.89,92.26,4459.0,0.3974,-8.2552,,1.0,40.0,75.0
mult,1D,wilder,乙,"E=40,X=80,H=1",6513,2000-10-02,2026-08-27,25.9,5.0191,-46.978,-3.5596,-1.93,-4.4368,-3.035,56.13,96.55,4129.0,0.2573,-7.6398,,1.0,40.0,80.0
price,1D,wilder,乙,"E=40,X=80,H=1",6513,2000-10-02,2026-08-27,25.9,5.1356,-45.13,-3.4431,-1.742,-4.3204,-2.62,61.65,94.35,4221.0,-0.2978,-6.8257,,1.0,40.0,80.0
mult,1D,wilder,乙,"E=40,X=85,H=1",6513,2000-10-02,2026-08-27,25.9,6.9021,-46.773,-1.6766,-0.981,-2.5538,-1.968,46.86,97.87,3799.0,1.4859,-5.078,,1.0,40.0,85.0
price,1D,wilder,乙,"E=40,X=85,H=1",6513,2000-10-02,2026-08-27,25.9,6.4155,-46.849,-2.1632,-1.187,-3.0404,-2.061,51.3,96.36,3891.0,0.7735,-5.3278,,1.0,40.0,85.0
mult,1D,wilder,乙,"E=40,X=90,H=1",6513,2000-10-02,2026-08-27,25.9,7.922,-49.555,-0.6567,-0.435,-1.5339,-1.461,35.11,99.03,3250.0,2.8475,-4.4141,,1.0,40.0,90.0
price,1D,wilder,乙,"E=40,X=90,H=1",6513,2000-10-02,2026-08-27,25.9,7.4597,-51.818,-1.119,-0.709,-1.9962,-1.72,38.82,98.28,3372.0,0.8601,-3.2708,,1.0,40.0,90.0
mult,1D,wilder,乙,"E=40,X=95,H=1",6513,2000-10-02,2026-08-27,25.9,8.3603,-54.716,-0.2184,-0.17,-1.0956,-1.66,19.64,99.85,2350.0,2.3872,-3.0362,,1.0,40.0,95.0
price,1D,wilder,乙,"E=40,X=95,H=1",6513,2000-10-02,2026-08-27,25.9,7.9528,-53.26,-0.6259,-0.5,-1.5031,-2.153,21.14,99.69,2397.0,2.2375,-3.7146,,1.0,40.0,95.0
mult,1D,wilder,甲,"N=1,H=2",6513,2000-10-02,2026-08-27,25.9,5.2019,-70.401,-3.3768,-0.644,-4.254,-0.928,89.83,100.0,2327.0,1.6391,-8.6804,1.0,2.0,,
price,1D,wilder,甲,"N=1,H=2",6513,2000-10-02,2026-08-27,25.9,2.4764,-68.176,-6.1023,-1.239,-6.9795,-1.527,90.91,100.0,2355.0,0.2927,-12.7786,1.0,2.0,,
mult,1D,wilder,甲,"N=2,H=2",6513,2000-10-02,2026-08-27,25.9,4.5336,-52.05,-4.0451,-1.494,-4.9223,-2.023,77.14,100.0,3257.0,1.2769,-9.6564,2.0,2.0,,
price,1D,wilder,甲,"N=2,H=2",6513,2000-10-02,2026-08-27,25.9,4.788,-54.428,-3.7907,-1.194,-4.6679,-1.655,79.47,100.0,3257.0,3.2189,-11.0674,2.0,2.0,,
mult,1D,wilder,甲,"N=3,H=2",6513,2000-10-02,2026-08-27,25.9,5.0018,-49.364,-3.5769,-1.73,-4.4541,-2.547,64.3,100.0,3257.0,0.4809,-7.9052,3.0,2.0,,
price,1D,wilder,甲,"N=3,H=2",6513,2000-10-02,2026-08-27,25.9,4.7652,-53.242,-3.8135,-1.658,-4.6907,-2.397,66.22,100.0,3257.0,1.1443,-9.0584,3.0,2.0,,
mult,1D,wilder,乙,"E=5,X=50,H=2",6513,2000-10-02,2026-08-27,25.9,6.0102,-46.579,-2.5685,-0.915,-3.4457,-1.221,35.51,47.2,1956.0,4.7372,-10.1323,,2.0,5.0,50.0
price,1D,wilder,乙,"E=5,X=50,H=2",6513,2000-10-02,2026-08-27,25.9,7.8087,-46.075,-0.77,-0.346,-1.6472,-0.611,32.3,39.67,1748.0,7.7031,-9.4509,,2.0,5.0,50.0
mult,1D,wilder,乙,"E=5,X=55,H=2",6513,2000-10-02,2026-08-27,25.9,7.0604,-44.893,-1.5183,-0.582,-2.3955,-0.876,35.05,48.78,1943.0,6.3264,-9.6007,,2.0,5.0,55.0
price,1D,wilder,乙,"E=5,X=55,H=2",6513,2000-10-02,2026-08-27,25.9,7.8264,-44.636,-0.7523,-0.324,-1.6295,-0.591,32.05,41.26,1748.0,6.7619,-8.5178,,2.0,5.0,55.0
mult,1D,wilder,乙,"E=5,X=60,H=2",6513,2000-10-02,2026-08-27,25.9,6.9126,-46.415,-1.6661,-0.628,-2.5433,-0.925,34.45,50.35,1917.0,6.3667,-9.9281,,2.0,5.0,60.0
price,1D,wilder,乙,"E=5,X=60,H=2",6513,2000-10-02,2026-08-27,25.9,7.1427,-44.315,-1.436,-0.533,-2.3132,-0.81,31.77,42.7,1735.0,6.374,-9.4854,,2.0,5.0,60.0
mult,1D,wilder,乙,"E=5,X=65,H=2",6513,2000-10-02,2026-08-27,25.9,8.0944,-46.942,-0.4843,-0.259,-1.3615,-0.548,33.9,52.79,1913.0,7.4736,-8.6756,,2.0,5.0,65.0
price,1D,wilder,乙,"E=5,X=65,H=2",6513,2000-10-02,2026-08-27,25.9,7.54,-52.077,-1.0387,-0.41,-1.916,-0.691,31.43,44.74,1732.0,7.1826,-9.4807,,2.0,5.0,65.0
mult,1D,wilder,乙,"E=5,X=70,H=2",6513,2000-10-02,2026-08-27,25.9,9.1692,-44.102,0.5905,0.116,-0.2867,-0.159,32.91,55.75,1885.0,8.6416,-7.6902,,2.0,5.0,70.0
price,1D,wilder,乙,"E=5,X=70,H=2",6513,2000-10-02,2026-08-27,25.9,7.8433,-51.176,-0.7354,-0.305,-1.6126,-0.585,30.84,46.91,1720.0,6.1904,-7.9312,,2.0,5.0,70.0
mult,1D,wilder,乙,"E=5,X=75,H=2",6513,2000-10-02,2026-08-27,25.9,6.3969,-42.596,-2.1818,-0.778,-3.059,-1.101,32.17,61.19,1868.0,4.1897,-8.8352,,2.0,5.0,75.0
price,1D,wilder,乙,"E=5,X=75,H=2",6513,2000-10-02,2026-08-27,25.9,7.9166,-46.311,-0.6621,-0.236,-1.5393,-0.518,30.07,51.21,1704.0,4.8263,-6.44,,2.0,5.0,75.0
mult,1D,wilder,乙,"E=5,X=80,H=2",6513,2000-10-02,2026-08-27,25.9,5.7145,-40.945,-2.8642,-1.037,-3.7414,-1.393,30.65,65.99,1843.0,1.743,-7.754,,2.0,5.0,80.0
price,1D,wilder,乙,"E=5,X=80,H=2",6513,2000-10-02,2026-08-27,25.9,6.7981,-44.47,-1.7806,-0.604,-2.6579,-0.92,28.61,55.7,1683.0,1.3569,-5.1559,,2.0,5.0,80.0
mult,1D,wilder,乙,"E=5,X=85,H=2",6513,2000-10-02,2026-08-27,25.9,6.7971,-38.594,-1.7817,-0.653,-2.6589,-1.013,28.03,71.1,1749.0,2.4261,-6.264,,2.0,5.0,85.0
price,1D,wilder,乙,"E=5,X=85,H=2",6513,2000-10-02,2026-08-27,25.9,5.4104,-43.102,-3.1683,-1.102,-4.0456,-1.461,26.49,62.98,1619.0,1.1456,-7.7591,,2.0,5.0,85.0
mult,1D,wilder,乙,"E=5,X=90,H=2",6513,2000-10-02,2026-08-27,25.9,7.185,-57.682,-1.3937,-0.53,-2.2709,-0.925,24.85,80.79,1657.0,-0.0554,-2.8564,,2.0,5.0,90.0
price,1D,wilder,乙,"E=5,X=90,H=2",6513,2000-10-02,2026-08-27,25.9,7.0109,-59.284,-1.5678,-0.56,-2.4451,-0.95,23.82,73.08,1540.0,-0.8961,-2.3044,,2.0,5.0,90.0
mult,1D,wilder,乙,"E=5,X=95,H=2",6513,2000-10-02,2026-08-27,25.9,9.8272,-58.068,1.2485,0.782,0.3713,0.433,17.99,95.13,1434.0,2.2304,0.1677,,2.0,5.0,95.0
price,1D,wilder,乙,"E=5,X=95,H=2",6513,2000-10-02,2026-08-27,25.9,8.4156,-59.561,-0.1631,0.036,-1.0404,-0.419,17.79,92.18,1345.0,2.0815,-2.5988,,2.0,5.0,95.0
mult,1D,wilder,乙,"E=10,X=50,H=2",6513,2000-10-02,2026-08-27,25.9,5.7413,-48.056,-2.8374,-1.022,-3.7146,-1.387,51.68,63.66,2893.0,1.3997,-7.3497,,2.0,10.0,50.0
price,1D,wilder,乙,"E=10,X=50,H=2",6513,2000-10-02,2026-08-27,25.9,6.405,-46.268,-2.1737,-0.737,-3.0509,-1.056,50.52,58.54,2772.0,2.7584,-7.3928,,2.0,10.0,50.0
mult,1D,wilder,乙,"E=10,X=55,H=2",6513,2000-10-02,2026-08-27,25.9,5.7703,-45.537,-2.8084,-1.025,-3.6857,-1.397,50.59,64.99,2868.0,1.6099,-7.506,,2.0,10.0,55.0
price,1D,wilder,乙,"E=10,X=55,H=2",6513,2000-10-02,2026-08-27,25.9,7.5989,-39.996,-0.9798,-0.34,-1.857,-0.639,49.9,59.85,2768.0,4.4541,-6.7033,,2.0,10.0,55.0
mult,1D,wilder,乙,"E=10,X=60,H=2",6513,2000-10-02,2026-08-27,25.9,6.1165,-48.78,-2.4622,-0.911,-3.3394,-1.282,49.2,66.61,2841.0,3.4913,-8.703,,2.0,10.0,60.0
price,1D,wilder,乙,"E=10,X=60,H=2",6513,2000-10-02,2026-08-27,25.9,7.1123,-39.616,-1.4664,-0.498,-2.3436,-0.81,48.71,61.28,2739.0,5.2053,-8.4142,,2.0,10.0,60.0
mult,1D,wilder,乙,"E=10,X=65,H=2",6513,2000-10-02,2026-08-27,25.9,6.4104,-47.334,-2.1683,-0.816,-3.0455,-1.187,47.98,68.83,2810.0,3.3253,-7.9515,,2.0,10.0,65.0
price,1D,wilder,乙,"E=10,X=65,H=2",6513,2000-10-02,2026-08-27,25.9,6.9697,-46.903,-1.609,-0.528,-2.4862,-0.849,47.42,63.43,2704.0,5.6267,-9.1055,,2.0,10.0,65.0
mult,1D,wilder,乙,"E=10,X=70,H=2",6513,2000-10-02,2026-08-27,25.9,5.9016,-43.171,-2.6771,-1.005,-3.5543,-1.403,46.13,71.58,2754.0,1.4661,-7.0932,,2.0,10.0,70.0
price,1D,wilder,乙,"E=10,X=70,H=2",6513,2000-10-02,2026-08-27,25.9,6.6776,-46.412,-1.9011,-0.618,-2.7784,-0.952,46.14,65.91,2679.0,3.3926,-7.4841,,2.0,10.0,70.0
mult,1D,wilder,乙,"E=10,X=75,H=2",6513,2000-10-02,2026-08-27,25.9,4.9984,-42.653,-3.5803,-1.37,-4.4575,-1.799,44.19,75.6,2699.0,2.0829,-9.5326,,2.0,10.0,75.0
price,1D,wilder,乙,"E=10,X=75,H=2",6513,2000-10-02,2026-08-27,25.9,6.886,-41.706,-1.6927,-0.525,-2.57,-0.858,44.39,69.89,2633.0,6.1834,-9.8052,,2.0,10.0,75.0
mult,1D,wilder,乙,"E=10,X=80,H=2",6513,2000-10-02,2026-08-27,25.9,5.8656,-42.496,-2.7131,-1.09,-3.5903,-1.526,41.15,79.92,2605.0,3.0817,-8.7964,,2.0,10.0,80.0
price,1D,wilder,乙,"E=10,X=80,H=2",6513,2000-10-02,2026-08-27,25.9,6.5005,-42.489,-2.0782,-0.703,-2.9554,-1.073,41.16,74.34,2541.0,5.2017,-9.6172,,2.0,10.0,80.0
mult,1D,wilder,乙,"E=10,X=85,H=2",6513,2000-10-02,2026-08-27,25.9,6.9748,-39.516,-1.6039,-0.669,-2.4811,-1.116,36.44,84.91,2441.0,3.202,-6.6952,,2.0,10.0,85.0
price,1D,wilder,乙,"E=10,X=85,H=2",6513,2000-10-02,2026-08-27,25.9,5.6719,-40.602,-2.9068,-1.06,-3.784,-1.484,36.82,80.21,2390.0,2.7397,-8.8426,,2.0,10.0,85.0
mult,1D,wilder,乙,"E=10,X=90,H=2",6513,2000-10-02,2026-08-27,25.9,8.3361,-49.071,-0.2426,-0.081,-1.1198,-0.531,30.55,91.08,2227.0,3.5076,-4.2548,,2.0,10.0,90.0
price,1D,wilder,乙,"E=10,X=90,H=2",6513,2000-10-02,2026-08-27,25.9,6.5912,-58.641,-1.9875,-0.816,-2.8647,-1.337,31.64,87.39,2215.0,0.8841,-5.084,,2.0,10.0,90.0
mult,1D,wilder,乙,"E=10,X=95,H=2",6513,2000-10-02,2026-08-27,25.9,9.0555,-54.994,0.4768,0.388,-0.4004,-0.15,19.58,98.37,1802.0,3.0165,-2.2719,,2.0,10.0,95.0
price,1D,wilder,乙,"E=10,X=95,H=2",6513,2000-10-02,2026-08-27,25.9,7.1192,-54.703,-1.4595,-0.771,-2.3367,-1.619,20.33,97.51,1792.0,1.7301,-4.8893,,2.0,10.0,95.0
mult,1D,wilder,乙,"E=15,X=50,H=2",6513,2000-10-02,2026-08-27,25.9,6.9996,-41.47,-1.5791,-0.613,-2.4564,-0.979,62.38,73.61,3527.0,6.6559,-10.0338,,2.0,15.0,50.0
price,1D,wilder,乙,"E=15,X=50,H=2",6513,2000-10-02,2026-08-27,25.9,6.742,-44.314,-1.8367,-0.641,-2.7139,-0.993,61.99,70.0,3464.0,4.019,-7.9805,,2.0,15.0,50.0
mult,1D,wilder,乙,"E=15,X=55,H=2",6513,2000-10-02,2026-08-27,25.9,6.666,-38.011,-1.9127,-0.754,-2.79,-1.136,60.67,74.71,3477.0,5.007,-9.1025,,2.0,15.0,55.0
price,1D,wilder,乙,"E=15,X=55,H=2",6513,2000-10-02,2026-08-27,25.9,6.8338,-40.703,-1.7449,-0.606,-2.6221,-0.958,60.33,70.92,3406.0,3.6997,-7.4791,,2.0,15.0,55.0
mult,1D,wilder,乙,"E=15,X=60,H=2",6513,2000-10-02,2026-08-27,25.9,7.4325,-38.769,-1.1462,-0.461,-2.0234,-0.827,58.64,76.06,3423.0,6.4394,-8.9803,,2.0,15.0,60.0
price,1D,wilder,乙,"E=15,X=60,H=2",6513,2000-10-02,2026-08-27,25.9,6.8506,-41.191,-1.7281,-0.607,-2.6054,-0.963,58.84,72.12,3362.0,4.2611,-8.0044,,2.0,15.0,60.0
mult,1D,wilder,乙,"E=15,X=65,H=2",6513,2000-10-02,2026-08-27,25.9,8.0007,-37.963,-0.578,-0.245,-1.4552,-0.602,56.51,77.83,3371.0,6.0873,-7.5197,,2.0,15.0,65.0
price,1D,wilder,乙,"E=15,X=65,H=2",6513,2000-10-02,2026-08-27,25.9,6.8237,-42.714,-1.755,-0.601,-2.6322,-0.967,56.79,73.85,3302.0,4.3639,-8.1595,,2.0,15.0,65.0
mult,1D,wilder,乙,"E=15,X=70,H=2",6513,2000-10-02,2026-08-27,25.9,6.7783,-38.569,-1.8004,-0.722,-2.6776,-1.135,53.62,80.07,3254.0,2.9169,-6.802,,2.0,15.0,70.0
price,1D,wilder,乙,"E=15,X=70,H=2",6513,2000-10-02,2026-08-27,25.9,6.2998,-41.746,-2.2789,-0.787,-3.1561,-1.183,54.54,76.14,3229.0,1.9911,-6.8249,,2.0,15.0,70.0
mult,1D,wilder,乙,"E=15,X=75,H=2",6513,2000-10-02,2026-08-27,25.9,7.0842,-37.178,-1.4945,-0.622,-2.3717,-1.047,50.55,83.28,3159.0,3.4451,-6.7211,,2.0,15.0,75.0
price,1D,wilder,乙,"E=15,X=75,H=2",6513,2000-10-02,2026-08-27,25.9,7.7237,-37.842,-0.855,-0.25,-1.7322,-0.612,52.02,79.32,3142.0,5.205,-7.2012,,2.0,15.0,75.0
mult,1D,wilder,乙,"E=15,X=80,H=2",6513,2000-10-02,2026-08-27,25.9,6.9898,-38.057,-1.5889,-0.698,-2.4662,-1.165,46.77,86.35,3052.0,3.6772,-7.1443,,2.0,15.0,80.0
price,1D,wilder,乙,"E=15,X=80,H=2",6513,2000-10-02,2026-08-27,25.9,7.0021,-38.246,-1.5766,-0.546,-2.4538,-0.967,48.15,83.1,3062.0,2.7617,-6.1925,,2.0,15.0,80.0
mult,1D,wilder,乙,"E=15,X=85,H=2",6513,2000-10-02,2026-08-27,25.9,8.6568,-41.089,0.0781,0.051,-0.7991,-0.377,40.83,90.19,2873.0,5.1154,-5.2471,,2.0,15.0,85.0
price,1D,wilder,乙,"E=15,X=85,H=2",6513,2000-10-02,2026-08-27,25.9,7.9522,-40.42,-0.6265,-0.177,-1.5038,-0.599,42.33,87.41,2882.0,2.9651,-4.4747,,2.0,15.0,85.0
mult,1D,wilder,乙,"E=15,X=90,H=2",6513,2000-10-02,2026-08-27,25.9,9.2272,-49.532,0.6485,0.401,-0.2287,-0.014,32.78,95.1,2558.0,5.4002,-4.388,,2.0,15.0,90.0
price,1D,wilder,乙,"E=15,X=90,H=2",6513,2000-10-02,2026-08-27,25.9,8.2569,-53.869,-0.3218,-0.082,-1.199,-0.576,34.78,92.83,2605.0,2.3347,-3.1931,,2.0,15.0,90.0
mult,1D,wilder,乙,"E=15,X=95,H=2",6513,2000-10-02,2026-08-27,25.9,8.4548,-55.908,-0.1239,0.009,-1.0011,-0.751,19.8,99.39,1978.0,2.9355,-3.4183,,2.0,15.0,95.0
price,1D,wilder,乙,"E=15,X=95,H=2",6513,2000-10-02,2026-08-27,25.9,8.1838,-53.422,-0.3949,-0.194,-1.2721,-1.042,20.81,98.71,2012.0,3.1135,-4.1568,,2.0,15.0,95.0
mult,1D,wilder,乙,"E=20,X=50,H=2",6513,2000-10-02,2026-08-27,25.9,6.4679,-43.106,-2.1108,-0.84,-2.988,-1.267,69.62,80.67,3982.0,3.8684,-8.3771,,2.0,20.0,50.0
price,1D,wilder,乙,"E=20,X=50,H=2",6513,2000-10-02,2026-08-27,25.9,7.7447,-32.71,-0.834,-0.307,-1.7112,-0.663,70.09,77.23,3970.0,5.1699,-7.1247,,2.0,20.0,50.0
mult,1D,wilder,乙,"E=20,X=55,H=2",6513,2000-10-02,2026-08-27,25.9,6.8668,-42.242,-1.7119,-0.691,-2.5892,-1.11,67.23,81.31,3903.0,3.6292,-7.3425,,2.0,20.0,55.0
price,1D,wilder,乙,"E=20,X=55,H=2",6513,2000-10-02,2026-08-27,25.9,8.0211,-32.644,-0.5576,-0.195,-1.4349,-0.543,68.4,78.03,3894.0,4.6406,-6.0448,,2.0,20.0,55.0
mult,1D,wilder,乙,"E=20,X=60,H=2",6513,2000-10-02,2026-08-27,25.9,6.9978,-41.989,-1.5809,-0.653,-2.4582,-1.085,64.78,82.4,3831.0,4.2209,-7.6713,,2.0,20.0,60.0
price,1D,wilder,乙,"E=20,X=60,H=2",6513,2000-10-02,2026-08-27,25.9,7.4294,-36.752,-1.1493,-0.423,-2.0266,-0.803,66.12,79.1,3822.0,4.9877,-7.5717,,2.0,20.0,60.0
mult,1D,wilder,乙,"E=20,X=65,H=2",6513,2000-10-02,2026-08-27,25.9,6.7541,-43.31,-1.8246,-0.772,-2.7018,-1.227,62.08,83.65,3757.0,3.4884,-7.4269,,2.0,20.0,65.0
price,1D,wilder,乙,"E=20,X=65,H=2",6513,2000-10-02,2026-08-27,25.9,6.9361,-44.249,-1.6426,-0.605,-2.5198,-1.015,63.69,80.27,3773.0,5.4589,-9.009,,2.0,20.0,65.0
