ticker,entity_id,rows,first_date,last_date,f_first,f_last,f_min,f_max
STLD,0001022671,7488,1996-11-22,2026-09-01,0.6298515268620228,1.0,0.629851112333863,1.0
TAL,0001499620,3989,2010-10-20,2026-09-01,0.9405021667480469,1.0,0.9405020023251944,1.0
TCOM,0001269238,5717,2003-12-09,2026-09-01,0.9783317543663056,1.0,0.9783316202870044,1.0
TDG,0001260221,5148,2006-03-15,2026-09-01,0.3632334101628124,1.0,0.3632333246650515,1.0
TECK,0000886986,6069,2002-07-18,2026-09-01,0.7269220781987883,1.0,0.7269217411117057,1.0
TER,0000097210,8159,1994-03-31,2026-09-01,0.9197510067779239,1.0,0.9197504023667433,1.0
TGT,0000027419,8192,1994-02-10,2026-09-01,0.522957763671875,1.0,0.5229576793966325,1.0
TJX,0000109198,8190,1994-02-14,2026-09-01,0.6651756086877632,1.0,0.6651754379272461,1.0
TLN,0001622536,814,2023-06-02,2026-09-01,1.0,1.0,1.0,1.0
TME,0001744676,1939,2018-12-12,2026-09-01,0.9530842644827706,1.0,0.953084094366186,1.0
TOL,0000794170,8216,1994-01-07,2026-09-01,0.9017842267010663,1.0,0.9017835269099203,1.0
TOST,0001650164,1240,2021-09-22,2026-09-01,1.0,1.0,1.0,1.0
TRGP,0001389170,3956,2010-12-07,2026-09-01,0.5162482160113187,1.0,0.5162481781470725,1.0
TRIP,0001526520,3703,2011-12-07,2026-09-01,0.8892755313372855,1.0,0.8892755008038112,1.0
TSLA,0001318605,4069,2010-06-29,2026-09-01,1.0,1.0,1.0,1.0
TTD,0001671933,2500,2016-09-21,2026-09-01,1.0,1.0,1.0,1.0
TTE,0000879764,6891,1999-04-09,2026-09-01,0.2620503159820056,1.0,0.26205016074706017,1.0
U,0001810806,1494,2020-09-18,2026-09-01,1.0,1.0,1.0,1.0
UAL,0000100517,5175,2006-02-06,2026-09-01,0.9351432851991328,1.0,0.9351432391450211,1.0
UAN,0001425292,3871,2011-04-08,2026-09-01,0.24557771166505296,1.0,0.24557766914367676,1.0
UBER,0001543151,1837,2019-05-10,2026-09-01,1.0,1.0,1.0,1.0
UEC,0001334933,4882,2007-04-05,2026-09-01,1.0,1.0,1.0,1.0
UNH,0000731766,7946,1995-02-02,2026-09-01,0.7635631461418112,1.0,0.7635626682015353,1.0
UNP,0000100885,8207,1994-01-20,2026-09-01,0.513660178593649,1.0,0.5136597441882442,1.0
UPST,0001647639,1432,2020-12-16,2026-09-01,1.0,1.0,1.0,1.0
UPXI,0001775194,1303,2021-06-24,2026-09-01,1.0,1.0,1.0,1.0
URG,0001375205,4554,2008-07-25,2026-09-01,1.0,1.0,1.0,1.0
USB,0000036104,8209,1994-01-18,2026-09-01,0.3562176501278997,1.0,0.3562175352351974,1.0
UUUU,0001385849,4896,2007-03-19,2026-09-01,1.0,1.0,1.0,1.0
VAL,0000314808,1339,2021-05-03,2026-09-01,1.0,1.0,1.0,1.0
VIK,0001745201,585,2024-05-01,2026-09-01,1.0,1.0,1.0,1.0
VIPS,0001529192,3630,2012-03-23,2026-09-01,0.9023513923482159,1.0,0.9023513074731715,1.0
VKTX,0001607678,2853,2015-04-28,2026-09-01,1.0,1.0,1.0,1.0
VLO,0001035002,7371,1997-05-13,2026-09-01,0.3449255487032997,1.0,0.3449252160362254,1.0
VRT,0001674101,2030,2018-08-02,2026-09-01,0.9947096371894425,1.0,0.9947094401714748,1.0
VRTX,0000875320,7937,1995-02-15,2026-09-01,1.0,1.0,1.0,1.0
VST,0001692819,2434,2016-12-23,2026-09-01,0.8530208569928757,1.0,0.8530204314681645,1.0
WBD,0001437107,4584,2008-06-11,2026-09-01,1.0,1.0,1.0,1.0
WDAY,0001327811,3489,2012-10-12,2026-09-01,1.0,1.0,1.0,1.0
WDC,0000106040,8218,1994-01-05,2026-09-01,0.799139202395362,1.0,0.7991387277818469,1.0
WEN,0000030697,8173,1994-03-10,2026-09-01,0.1681767603221156,1.0,0.16817666752641663,1.0
WFC,0000072971,8213,1994-01-12,2026-09-01,0.4167981719970703,1.0,0.4167981564419941,1.0
WFRD,0001603923,1421,2021-01-04,2026-09-01,0.9695612566304459,1.0,0.9695610555897703,1.0
WMB,0000107263,8192,1994-02-10,2026-09-01,0.3221434814687043,1.0,0.32214317627339234,1.0
WMT,0000104169,8191,1994-02-14,2026-09-01,0.6091338439987711,1.0,0.6091333822798487,1.0
WTW,0001140536,6342,2001-06-12,2026-09-01,0.6007152788766097,1.0,0.6007149725127938,1.0
WULF,0001083301,6894,1999-04-07,2026-09-01,0.7588252229031162,1.0,0.7588251614550979,1.0
WWD,0000108312,8157,1994-04-04,2026-09-01,0.6158480857891779,1.0,0.6158477520120555,1.0
WYNN,0001174922,5999,2002-10-25,2026-09-01,0.5325039836610156,1.0,0.5325037719563581,1.0
XPEV,0001810997,1509,2020-08-27,2026-09-01,1.0,1.0,1.0,1.0
XYZ,0001512673,2709,2015-11-19,2026-09-01,1.0,1.0,1.0,1.0
YUM,0001041061,7283,1997-09-17,2026-09-01,0.6683008229825886,1.0,0.6683001347515545,1.0
ZS,0001713683,2126,2018-03-16,2026-09-01,1.0,1.0,1.0,1.0
