event_id,event,籃子,口徑,窗口,n,成熟數,中位,平均,Q1,Q3,四分位距,前20均,後20均,前後20差距,贏家比例,最好,最差,標準差,備註
E12,2019-05 華為實體清單殺半導體,新聞點名(只計A級出處),衝擊結束日(新聞),12m,8,8,0.4359,0.4111,0.2029,0.5729,0.37,0.7512,0.0589,0.6923,1.0,0.8926,0.0142,0.2895,
E13,2022-01 利率衝擊殺未獲利軟件股,新聞點名(只計A級出處),衝擊低點,3m,14,14,-0.1317,-0.132,-0.261,0.0043,0.2653,0.1463,-0.4148,0.5611,0.2857,0.2584,-0.4767,0.2097,
E13,2022-01 利率衝擊殺未獲利軟件股,新聞點名(只計A級出處),衝擊低點,6m,14,14,-0.2053,-0.2453,-0.3904,-0.1263,0.2641,0.0123,-0.5413,0.5536,0.0714,0.159,-0.5659,0.2099,
E13,2022-01 利率衝擊殺未獲利軟件股,新聞點名(只計A級出處),衝擊低點,12m,14,14,-0.3574,-0.3618,-0.4354,-0.2425,0.1929,-0.1696,-0.5871,0.4175,0.0,-0.1318,-0.6599,0.1602,
E13,2022-01 利率衝擊殺未獲利軟件股,新聞點名(只計A級出處),衝擊結束日(新聞),3m,14,14,-0.1395,-0.1207,-0.2872,0.0017,0.2889,0.1942,-0.4126,0.6067,0.2857,0.3219,-0.5007,0.2298,
E13,2022-01 利率衝擊殺未獲利軟件股,新聞點名(只計A級出處),衝擊結束日(新聞),6m,14,14,-0.2055,-0.2502,-0.4056,-0.129,0.2766,0.0354,-0.5678,0.6032,0.1429,0.1999,-0.6164,0.2292,
E13,2022-01 利率衝擊殺未獲利軟件股,新聞點名(只計A級出處),衝擊結束日(新聞),12m,14,14,-0.3708,-0.3618,-0.4629,-0.2339,0.229,-0.135,-0.6134,0.4783,0.0,-0.0835,-0.6961,0.1819,
E14,2023-05 生成式 AI 殺教育科技,新聞點名(只計A級出處),衝擊低點,3m,2,2,-0.0048,-0.0048,-0.0375,0.0279,0.0654,0.0606,-0.0703,0.1309,0.5,0.0606,-0.0703,0.0925,
E14,2023-05 生成式 AI 殺教育科技,新聞點名(只計A級出處),衝擊低點,6m,2,2,-0.0561,-0.0561,-0.1747,0.0624,0.2371,0.181,-0.2932,0.4742,0.5,0.181,-0.2932,0.3353,
E14,2023-05 生成式 AI 殺教育科技,新聞點名(只計A級出處),衝擊低點,12m,2,2,-0.0147,-0.0147,-0.3047,0.2753,0.58,0.5653,-0.5947,1.16,0.5,0.5653,-0.5947,0.8202,
E14,2023-05 生成式 AI 殺教育科技,新聞點名(只計A級出處),衝擊結束日(新聞),3m,2,2,0.0204,0.0204,0.0121,0.0287,0.0166,0.037,0.0038,0.0331,1.0,0.037,0.0038,0.0234,
E14,2023-05 生成式 AI 殺教育科技,新聞點名(只計A級出處),衝擊結束日(新聞),6m,2,2,-0.0192,-0.0192,-0.1145,0.076,0.1905,0.1713,-0.2097,0.381,0.5,0.1713,-0.2097,0.2694,
E14,2023-05 生成式 AI 殺教育科技,新聞點名(只計A級出處),衝擊結束日(新聞),12m,2,2,0.013,0.013,-0.2822,0.3083,0.5905,0.6035,-0.5774,1.1809,0.5,0.6035,-0.5774,0.8351,
E15,2026-02 AI 代理殺應用軟件(SaaSpocalypse),新聞點名(只計A級出處),衝擊低點,3m,14,14,-0.118,-0.0901,-0.1428,-0.0161,0.1268,0.0675,-0.2087,0.2762,0.2857,0.0895,-0.2228,0.1027,
E15,2026-02 AI 代理殺應用軟件(SaaSpocalypse),新聞點名(只計A級出處),衝擊低點,6m,14,14,0.124,0.1905,-0.0325,0.246,0.2785,0.7259,-0.1238,0.8497,0.6429,1.088,-0.18,0.3489,
E15,2026-02 AI 代理殺應用軟件(SaaSpocalypse),新聞點名(只計A級出處),衝擊低點,12m,0,0,,,,,,,,,,,,,無成熟樣本
E15,2026-02 AI 代理殺應用軟件(SaaSpocalypse),新聞點名(只計A級出處),衝擊結束日(新聞),3m,14,14,-0.1419,-0.0933,-0.1712,-0.0588,0.1123,0.1301,-0.2285,0.3586,0.2143,0.2382,-0.2542,0.1388,
E15,2026-02 AI 代理殺應用軟件(SaaSpocalypse),新聞點名(只計A級出處),衝擊結束日(新聞),6m,14,14,0.1053,0.1719,-0.0415,0.2756,0.3171,0.6943,-0.166,0.8603,0.5714,1.0717,-0.1893,0.3497,
E15,2026-02 AI 代理殺應用軟件(SaaSpocalypse),新聞點名(只計A級出處),衝擊結束日(新聞),12m,0,0,,,,,,,,,,,,,無成熟樣本
E16,"2020-03 疫情加油價戰殺旅遊休閒與能源(另列,不入主樣本)",新聞點名(只計A級出處),衝擊低點,3m,22,22,0.4057,0.6404,0.1042,0.8379,0.7337,2.0415,-0.0239,2.0654,0.9091,3.024,-0.1091,0.8489,
E16,"2020-03 疫情加油價戰殺旅遊休閒與能源(另列,不入主樣本)",新聞點名(只計A級出處),衝擊低點,6m,22,22,0.1776,0.7949,0.0162,0.8404,0.8241,3.4821,-0.1234,3.6055,0.7727,7.4968,-0.2225,1.7494,
E16,"2020-03 疫情加油價戰殺旅遊休閒與能源(另列,不入主樣本)",新聞點名(只計A級出處),衝擊低點,12m,22,22,0.6975,1.4786,0.3349,1.515,1.1801,5.193,0.1274,5.0656,0.9545,10.6448,-0.0458,2.4058,
E16,"2020-03 疫情加油價戰殺旅遊休閒與能源(另列,不入主樣本)",新聞點名(只計A級出處),衝擊結束日(新聞),3m,22,22,0.019,0.1621,-0.1501,0.3806,0.5307,0.8884,-0.2117,1.1001,0.5455,1.2678,-0.2842,0.4264,
E16,"2020-03 疫情加油價戰殺旅遊休閒與能源(另列,不入主樣本)",新聞點名(只計A級出處),衝擊結束日(新聞),6m,22,22,-0.136,0.1736,-0.2232,0.2155,0.4387,1.5372,-0.2768,1.8141,0.2727,3.1092,-0.3529,0.8144,
E16,"2020-03 疫情加油價戰殺旅遊休閒與能源(另列,不入主樣本)",新聞點名(只計A級出處),衝擊結束日(新聞),12m,22,22,0.1491,0.5754,0.0337,0.7944,0.7608,2.2365,-0.066,2.3025,0.8636,3.8647,-0.1852,0.9679,
