weight_quality,weight_value,weight_momentum,weight_low_vol,cadence,total_return,annual_return,max_drawdown,win_rate,profit_loss_ratio,sortino,average_holding_days,turnover,annual_excess_QQQ,annual_excess_SPY,run_id,trades,closed_trades,trading_days,start,end,reused,seconds
0.0,0.2,0.1,0.7,monthly,2.523384942691277,0.11448553041620335,-0.34344390597946506,0.981203007518797,61.12632734276502,0.6869506724563244,1530.812030075188,0.09224591145654336,-0.07518416928097538,-0.02403416408007586,run-17fed922ae6e784b,420,266,2929,2015-01-02,2026-08-26,False,0.2531
0.0,0.2,0.1,0.7,quarterly,2.5442870392385,0.11505302167415277,-0.3428114815561569,0.9864864864864865,147.91183168544887,0.691960804030876,1473.027027027027,0.06695947892873526,-0.07461667802302596,-0.023466672822126444,run-96db83c5efa7c07f,141,74,2929,2015-01-02,2026-08-26,False,0.2269
0.0,0.2,0.2,0.6,monthly,2.719322883731144,0.11968871558357752,-0.3443201856508137,0.9767441860465116,77.91085590467948,0.7156434424539457,1563.9031007751937,0.10483922997388116,-0.06998098411360121,-0.01883097891270169,run-be03e567aa8e1324,420,258,2929,2015-01-02,2026-08-26,False,0.2604
0.0,0.2,0.2,0.6,quarterly,2.746028789673767,0.12037839836192266,-0.34369023620973715,0.9855072463768116,194.66412638859936,0.7212904780636917,1455.9130434782608,0.07485314889815989,-0.06929130133525607,-0.018141296134356555,run-f35a8dc1819a011c,141,69,2929,2015-01-02,2026-08-26,False,0.2218
0.0,0.2,0.3,0.5,monthly,2.920323596920076,0.12477224519763608,-0.34519569503536063,0.9745762711864406,82.18376808316148,0.7367768117781777,1492.5042372881355,0.11340854220854371,-0.06489745449954265,-0.013747449298643133,run-e8949944a3b348d1,420,236,2929,2015-01-02,2026-08-26,False,0.2401
0.0,0.2,0.3,0.5,quarterly,2.9504628048154298,0.12551386791230867,-0.3445643250651522,0.9846153846153847,242.3584877211475,0.7424582270227834,1469.2307692307693,0.0794612278217883,-0.06415583178487005,-0.013005826583970537,run-65f29cfe08cf7d8f,141,65,2929,2015-01-02,2026-08-26,False,0.2332
0.0,0.2,0.4,0.4,monthly,3.1260506899386122,0.1297343530241517,-0.3460742938968602,0.975103734439834,74.86445592415767,0.7510094646340361,1483.643153526971,0.11722509912488137,-0.05993534667302702,-0.008785341472127506,run-6d86edd890cce6dc,420,241,2929,2015-01-02,2026-08-26,False,0.2453
0.0,0.2,0.4,0.4,quarterly,3.157009100619746,0.1304614048877799,-0.34544943371971093,0.984375,285.71917360321544,0.756264849445907,1482.4375,0.08097943895017008,-0.05920829480939882,-0.008058289608499303,run-e4a441a0f345547b,141,64,2929,2015-01-02,2026-08-26,False,0.2015
0.0,0.2,0.5,0.3,monthly,3.3361260623475806,0.13457325164461387,-0.3471232598775118,0.975103734439834,67.2240987181134,0.7592507143873422,1447.5103734439833,0.11570208578794068,-0.05509644805256486,-0.003946442851665344,run-51efec8a7a323a33,420,241,2929,2015-01-02,2026-08-26,False,0.2585
0.0,0.2,0.5,0.3,quarterly,3.3650532875062282,0.13522270285372717,-0.3464916854922563,0.9846153846153847,330.70601255342467,0.763758476843012,1577.5384615384614,0.07912410241737242,-0.054446996843451556,-0.0032969916425520385,run-7feffa60dc26c7e5,141,65,2929,2015-01-02,2026-08-26,False,0.2897
0.0,0.2,0.6,0.2,monthly,3.550129482909549,0.13928713181455232,-0.3481704741232432,0.9765625,53.949650153992565,0.7624560075895794,1497.68359375,0.10855244170752465,-0.050382567882626406,0.000767437318273112,run-00b8eec9c7d2df65,420,256,2929,2015-01-02,2026-08-26,False,0.257
0.0,0.2,0.6,0.2,quarterly,3.5739484874197753,0.13979919769889348,-0.3475278859930283,0.984375,416.6318955123535,0.7659725461219967,1556.015625,0.07368179997399604,-0.049870501998285244,0.0012795032026142739,run-613e2956ee063626,141,64,2929,2015-01-02,2026-08-26,False,0.2028
0.0,0.2,0.7,0.1,monthly,3.767598425906879,0.1438741617221293,-0.3492159444702485,0.9775280898876404,41.79461514880981,0.7615977698402014,1487.8464419475656,0.09710260533262671,-0.04579553797504943,0.00535446722585009,run-1d40d97228856ae6,420,267,2929,2015-01-02,2026-08-26,False,0.3175
0.0,0.2,0.7,0.1,quarterly,3.7830175286583376,0.1441920878046834,-0.34855808776964115,0.984375,629.7330526804146,0.7639308058860514,1550.109375,0.06478780093860666,-0.04547761189249533,0.005672393308404189,run-539626f5a6b623c8,141,64,2929,2015-01-02,2026-08-26,False,0.2868
0.0,0.2,0.8,0.0,monthly,3.988028184037028,0.14833248614121985,-0.3502596787080582,0.9776536312849162,30.84394188403061,0.7575674237787725,1372.022346368715,0.08130302164379544,-0.041337213555958874,0.009812791644940644,run-0b3c1dae3676234e,280,179,2929,2015-01-02,2026-08-26,False,0.2682
0.0,0.2,0.8,0.0,quarterly,3.9915554153655153,0.14840235149569825,-0.3495823427630552,1.0,,0.7585565753952694,1547.6734693877552,0.052623334547687334,-0.04126734820148048,0.009882656999419037,run-3198aefdceeaab66,94,49,2929,2015-01-02,2026-08-26,False,0.2787
0.0,0.3,0.0,0.7,monthly,2.442690512693575,0.11226541383612232,-0.3483256027172932,0.9760479041916168,74.378830937203,0.6632371217184704,1557.0359281437127,0.09404599030854366,-0.07740428586105641,-0.026254280660156892,run-50596700bde58ef0,280,167,2929,2015-01-02,2026-08-26,False,0.3653
0.0,0.3,0.0,0.7,quarterly,2.4598090330416835,0.1127403347843543,-0.3474840039537813,0.9782608695652174,175.70131561786698,0.6675587214142313,1476.4130434782608,0.06730726573399483,-0.07692936491282443,-0.02577935971192491,run-624f1523a8870dfd,94,46,2929,2015-01-02,2026-08-26,False,0.2178
0.0,0.3,0.1,0.6,monthly,2.6370317248823145,0.11753470749251171,-0.34919833661000177,0.9811320754716981,55.60991524535303,0.6961989513755322,1567.5132075471697,0.10551007666431748,-0.07213499220466701,-0.020984987003767497,run-0d52ac1af48d5ee9,420,265,2929,2015-01-02,2026-08-26,False,0.3339
0.0,0.3,0.1,0.6,quarterly,2.6603751179130146,0.1181502201105078,-0.3483571969123834,0.9866666666666667,139.20733866504537,0.7013935943144832,1443.3333333333333,0.07514773530438983,-0.07151947958667093,-0.020369474385771413,run-23f8508781887b7b,141,75,2929,2015-01-02,2026-08-26,False,0.2525
