bar,rsi_kind,style,params,pair,arm_a,arm_b,agreement,jaccard,a_cagr,b_cagr,a_exc_spy,b_exc_spy,diff_exc_spy,a_exc_ew9,b_exc_ew9,diff_exc_ew9,a_t_spy,b_t_spy,N,H,E,X
1M,simple,乙,"E=10,X=55,H=3",mult_raw|price,mult_raw,price,0.7029,0.4948,8.5254,6.3716,0.0296,-2.1243,2.1539,-0.609,-2.7628,2.1538,0.109,-0.989,,3,10.0,55.0
1M,simple,乙,"E=10,X=55,H=3",mult_raw|mult,mult_raw,mult,0.7079,0.5421,8.5254,10.4347,0.0296,1.9389,-1.9093,-0.609,1.3003,-1.9093,0.109,1.318,,3,10.0,55.0
1M,simple,乙,"E=10,X=60,H=3",mult|price,mult,price,0.7072,0.5066,10.4943,6.3802,1.9985,-2.1156,4.1141,1.36,-2.7542,4.1142,1.387,-0.991,,3,10.0,60.0
1M,simple,乙,"E=10,X=60,H=3",mult_raw|price,mult_raw,price,0.7054,0.5039,8.6072,6.3802,0.1114,-2.1156,2.227,-0.5272,-2.7542,2.227,0.164,-0.991,,3,10.0,60.0
1M,simple,乙,"E=10,X=60,H=3",mult_raw|mult,mult_raw,mult,0.7065,0.5442,8.6072,10.4943,0.1114,1.9985,-1.8871,-0.5272,1.36,-1.8872,0.164,1.387,,3,10.0,60.0
1M,simple,乙,"E=10,X=65,H=3",mult|price,mult,price,0.7025,0.5074,10.6848,6.1656,2.189,-2.3302,4.5192,1.5504,-2.9688,4.5192,1.523,-1.125,,3,10.0,65.0
1M,simple,乙,"E=10,X=65,H=3",mult_raw|price,mult_raw,price,0.7108,0.5185,8.484,6.1656,-0.0119,-2.3302,2.3183,-0.6504,-2.9688,2.3184,0.072,-1.125,,3,10.0,65.0
1M,simple,乙,"E=10,X=65,H=3",mult_raw|mult,mult_raw,mult,0.7086,0.5521,8.484,10.6848,-0.0119,2.189,-2.2009,-0.6504,1.5504,-2.2008,0.072,1.523,,3,10.0,65.0
1M,simple,乙,"E=10,X=70,H=3",mult|price,mult,price,0.7032,0.5103,10.6418,5.2081,2.146,-3.2878,5.4338,1.5074,-3.9263,5.4337,1.484,-1.586,,3,10.0,70.0
1M,simple,乙,"E=10,X=70,H=3",mult_raw|price,mult_raw,price,0.7136,0.5253,8.4231,5.2081,-0.0727,-3.2878,3.2151,-0.7113,-3.9263,3.215,0.019,-1.586,,3,10.0,70.0
1M,simple,乙,"E=10,X=70,H=3",mult_raw|mult,mult_raw,mult,0.7086,0.5555,8.4231,10.6418,-0.0727,2.146,-2.2187,-0.7113,1.5074,-2.2187,0.019,1.484,,3,10.0,70.0
1M,simple,乙,"E=10,X=75,H=3",mult|price,mult,price,0.7007,0.51,10.7556,5.204,2.2598,-3.2919,5.5517,1.6212,-3.9304,5.5516,1.567,-1.589,,3,10.0,75.0
1M,simple,乙,"E=10,X=75,H=3",mult_raw|price,mult_raw,price,0.7047,0.5193,8.7916,5.204,0.2958,-3.2919,3.5877,-0.3428,-3.9304,3.5876,0.323,-1.589,,3,10.0,75.0
1M,simple,乙,"E=10,X=75,H=3",mult_raw|mult,mult_raw,mult,0.7057,0.5553,8.7916,10.7556,0.2958,2.2598,-1.964,-0.3428,1.6212,-1.964,0.323,1.567,,3,10.0,75.0
1M,simple,乙,"E=10,X=80,H=3",mult|price,mult,price,0.6964,0.5093,11.2775,5.4029,2.7816,-3.0929,5.8745,2.1431,-3.7315,5.8746,1.92,-1.526,,3,10.0,80.0
1M,simple,乙,"E=10,X=80,H=3",mult_raw|price,mult_raw,price,0.6968,0.516,8.1931,5.4029,-0.3027,-3.0929,2.7902,-0.9412,-3.7315,2.7903,-0.174,-1.526,,3,10.0,80.0
1M,simple,乙,"E=10,X=80,H=3",mult_raw|mult,mult_raw,mult,0.7065,0.5618,8.1931,11.2775,-0.3027,2.7816,-3.0843,-0.9412,2.1431,-3.0843,-0.174,1.92,,3,10.0,80.0
1M,simple,乙,"E=10,X=85,H=3",mult|price,mult,price,0.6975,0.5149,11.3466,5.4809,2.8508,-3.0149,5.8657,2.2122,-3.6535,5.8657,1.974,-1.484,,3,10.0,85.0
1M,simple,乙,"E=10,X=85,H=3",mult_raw|price,mult_raw,price,0.6935,0.5172,8.6413,5.4809,0.1455,-3.0149,3.1604,-0.4931,-3.6535,3.1604,0.175,-1.484,,3,10.0,85.0
1M,simple,乙,"E=10,X=85,H=3",mult_raw|mult,mult_raw,mult,0.7043,0.5633,8.6413,11.3466,0.1455,2.8508,-2.7053,-0.4931,2.2122,-2.7053,0.175,1.974,,3,10.0,85.0
1M,simple,乙,"E=10,X=90,H=3",mult|price,mult,price,0.6968,0.5168,11.1575,5.289,2.6617,-3.2069,5.8686,2.0232,-3.8454,5.8686,1.851,-1.586,,3,10.0,90.0
1M,simple,乙,"E=10,X=90,H=3",mult_raw|price,mult_raw,price,0.6932,0.5207,8.9908,5.289,0.4949,-3.2069,3.7018,-0.1436,-3.8454,3.7018,0.45,-1.586,,3,10.0,90.0
1M,simple,乙,"E=10,X=90,H=3",mult_raw|mult,mult_raw,mult,0.7082,0.5716,8.9908,11.1575,0.4949,2.6617,-2.1668,-0.1436,2.0232,-2.1668,0.45,1.851,,3,10.0,90.0
1M,simple,乙,"E=10,X=95,H=3",mult|price,mult,price,0.6986,0.5251,11.0695,5.2435,2.5737,-3.2524,5.8261,1.9351,-3.8909,5.826,1.886,-1.631,,3,10.0,95.0
1M,simple,乙,"E=10,X=95,H=3",mult_raw|price,mult_raw,price,0.695,0.5267,8.973,5.2435,0.4772,-3.2524,3.7296,-0.1613,-3.8909,3.7296,0.42,-1.631,,3,10.0,95.0
1M,simple,乙,"E=10,X=95,H=3",mult_raw|mult,mult_raw,mult,0.7061,0.5734,8.973,11.0695,0.4772,2.5737,-2.0965,-0.1613,1.9351,-2.0964,0.42,1.886,,3,10.0,95.0
1M,simple,乙,"E=15,X=50,H=3",mult|price,mult,price,0.7054,0.5139,10.16,7.0563,1.6642,-1.4396,3.1038,1.0256,-2.0781,3.1037,1.147,-0.599,,3,15.0,50.0
1M,simple,乙,"E=15,X=50,H=3",mult_raw|price,mult_raw,price,0.6925,0.4944,8.3274,7.0563,-0.1684,-1.4396,1.2712,-0.807,-2.0781,1.2711,-0.055,-0.599,,3,15.0,50.0
1M,simple,乙,"E=15,X=50,H=3",mult_raw|mult,mult_raw,mult,0.724,0.5772,8.3274,10.16,-0.1684,1.6642,-1.8326,-0.807,1.0256,-1.8326,-0.055,1.147,,3,15.0,50.0
1M,simple,乙,"E=15,X=55,H=3",mult|price,mult,price,0.7079,0.5209,10.2132,6.9582,1.7174,-1.5376,3.255,1.0788,-2.1761,3.2549,1.206,-0.726,,3,15.0,55.0
1M,simple,乙,"E=15,X=55,H=3",mult_raw|price,mult_raw,price,0.691,0.5,8.9813,6.9582,0.4854,-1.5376,2.023,-0.1531,-2.1761,2.023,0.443,-0.726,,3,15.0,55.0
1M,simple,乙,"E=15,X=55,H=3",mult_raw|mult,mult_raw,mult,0.728,0.5859,8.9813,10.2132,0.4854,1.7174,-1.232,-0.1531,1.0788,-1.2319,0.443,1.206,,3,15.0,55.0
1M,simple,乙,"E=15,X=60,H=3",mult|price,mult,price,0.7036,0.5206,10.4353,6.9893,1.9395,-1.5066,3.4461,1.3009,-2.1451,3.446,1.346,-0.705,,3,15.0,60.0
1M,simple,乙,"E=15,X=60,H=3",mult_raw|price,mult_raw,price,0.6943,0.5092,8.9963,6.9893,0.5004,-1.5066,2.007,-0.1381,-2.1451,2.007,0.452,-0.705,,3,15.0,60.0
1M,simple,乙,"E=15,X=60,H=3",mult_raw|mult,mult_raw,mult,0.729,0.5918,8.9963,10.4353,0.5004,1.9395,-1.4391,-0.1381,1.3009,-1.439,0.452,1.346,,3,15.0,60.0
1M,simple,乙,"E=15,X=65,H=3",mult|price,mult,price,0.7,0.5223,10.9871,6.7903,2.4912,-1.7055,4.1967,1.8527,-2.3441,4.1968,1.699,-0.825,,3,15.0,65.0
1M,simple,乙,"E=15,X=65,H=3",mult_raw|price,mult_raw,price,0.6971,0.5202,8.8856,6.7903,0.3898,-1.7055,2.0953,-0.2488,-2.3441,2.0953,0.365,-0.825,,3,15.0,65.0
1M,simple,乙,"E=15,X=65,H=3",mult_raw|mult,mult_raw,mult,0.7312,0.5989,8.8856,10.9871,0.3898,2.4912,-2.1014,-0.2488,1.8527,-2.1015,0.365,1.699,,3,15.0,65.0
1M,simple,乙,"E=15,X=70,H=3",mult|price,mult,price,0.7029,0.5279,10.7818,5.8859,2.2859,-2.6099,4.8958,1.6474,-3.2485,4.8959,1.59,-1.263,,3,15.0,70.0
1M,simple,乙,"E=15,X=70,H=3",mult_raw|price,mult_raw,price,0.6993,0.5255,8.8311,5.8859,0.3353,-2.6099,2.9452,-0.3033,-3.2485,2.9452,0.325,-1.263,,3,15.0,70.0
1M,simple,乙,"E=15,X=70,H=3",mult_raw|mult,mult_raw,mult,0.7305,0.6006,8.8311,10.7818,0.3353,2.2859,-1.9506,-0.3033,1.6474,-1.9507,0.325,1.59,,3,15.0,70.0
1M,simple,乙,"E=15,X=75,H=3",mult|price,mult,price,0.6968,0.5234,10.6615,5.8922,2.1657,-2.6036,4.7693,1.5272,-3.2422,4.7694,1.516,-1.261,,3,15.0,75.0
1M,simple,乙,"E=15,X=75,H=3",mult_raw|price,mult_raw,price,0.6914,0.5219,8.8678,5.8922,0.3719,-2.6036,2.9755,-0.2666,-3.2422,2.9756,0.372,-1.261,,3,15.0,75.0
1M,simple,乙,"E=15,X=75,H=3",mult_raw|mult,mult_raw,mult,0.728,0.6016,8.8678,10.6615,0.3719,2.1657,-1.7938,-0.2666,1.5272,-1.7938,0.372,1.516,,3,15.0,75.0
1M,simple,乙,"E=15,X=80,H=3",mult|price,mult,price,0.6914,0.5214,11.0471,6.4939,2.5513,-2.0019,4.5532,1.9127,-2.6405,4.5532,1.796,-0.991,,3,15.0,80.0
1M,simple,乙,"E=15,X=80,H=3",mult_raw|price,mult_raw,price,0.6857,0.5221,8.3377,6.4939,-0.1582,-2.0019,1.8437,-0.7967,-2.6405,1.8438,-0.1,-0.991,,3,15.0,80.0
1M,simple,乙,"E=15,X=80,H=3",mult_raw|mult,mult_raw,mult,0.7254,0.6031,8.3377,11.0471,-0.1582,2.5513,-2.7095,-0.7967,1.9127,-2.7094,-0.1,1.796,,3,15.0,80.0
1M,simple,乙,"E=15,X=85,H=3",mult|price,mult,price,0.6889,0.5236,11.0394,6.9314,2.5435,-1.5644,4.1079,1.905,-2.2029,4.1079,1.808,-0.756,,3,15.0,85.0
1M,simple,乙,"E=15,X=85,H=3",mult_raw|price,mult_raw,price,0.6803,0.5207,8.7107,6.9314,0.2148,-1.5644,1.7792,-0.4237,-2.2029,1.7792,0.204,-0.756,,3,15.0,85.0
1M,simple,乙,"E=15,X=85,H=3",mult_raw|mult,mult_raw,mult,0.7211,0.6022,8.7107,11.0394,0.2148,2.5435,-2.3287,-0.4237,1.905,-2.3287,0.204,1.808,,3,15.0,85.0
1M,simple,乙,"E=15,X=90,H=3",mult|price,mult,price,0.6896,0.527,10.8644,6.848,2.3686,-1.6478,4.0164,1.7301,-2.2864,4.0165,1.691,-0.807,,3,15.0,90.0
1M,simple,乙,"E=15,X=90,H=3",mult_raw|price,mult_raw,price,0.6814,0.5264,8.6676,6.848,0.1718,-1.6478,1.8196,-0.4668,-2.2864,1.8196,0.16,-0.807,,3,15.0,90.0
1M,simple,乙,"E=15,X=90,H=3",mult_raw|mult,mult_raw,mult,0.7237,0.609,8.6676,10.8644,0.1718,2.3686,-2.1968,-0.4668,1.7301,-2.1969,0.16,1.691,,3,15.0,90.0
1M,simple,乙,"E=15,X=95,H=3",mult|price,mult,price,0.6903,0.5332,10.7931,6.6653,2.2973,-1.8306,4.1279,1.6588,-2.4691,4.1279,1.723,-0.912,,3,15.0,95.0
1M,simple,乙,"E=15,X=95,H=3",mult_raw|price,mult_raw,price,0.6849,0.5342,8.709,6.6653,0.2131,-1.8306,2.0437,-0.4254,-2.4691,2.0437,0.188,-0.912,,3,15.0,95.0
1M,simple,乙,"E=15,X=95,H=3",mult_raw|mult,mult_raw,mult,0.7222,0.6109,8.709,10.7931,0.2131,2.2973,-2.0842,-0.4254,1.6588,-2.0842,0.188,1.723,,3,15.0,95.0
1M,simple,乙,"E=20,X=50,H=3",mult|price,mult,price,0.6961,0.5143,10.2637,6.9074,1.7679,-1.5885,3.3564,1.1294,-2.227,3.3564,1.233,-0.779,,3,20.0,50.0
1M,simple,乙,"E=20,X=50,H=3",mult_raw|price,mult_raw,price,0.6713,0.4894,8.4765,6.9074,-0.0194,-1.5885,1.5691,-0.6579,-2.227,1.5691,0.03,-0.779,,3,20.0,50.0
1M,simple,乙,"E=20,X=50,H=3",mult_raw|mult,mult_raw,mult,0.7294,0.596,8.4765,10.2637,-0.0194,1.7679,-1.7873,-0.6579,1.1294,-1.7873,0.03,1.233,,3,20.0,50.0
1M,simple,乙,"E=20,X=55,H=3",mult|price,mult,price,0.6968,0.5185,10.2941,6.873,1.7982,-1.6229,3.4211,1.1597,-2.2614,3.4211,1.279,-0.823,,3,20.0,55.0
1M,simple,乙,"E=20,X=55,H=3",mult_raw|price,mult_raw,price,0.667,0.491,9.2007,6.873,0.7049,-1.6229,2.3278,0.0663,-2.2614,2.3277,0.6,-0.823,,3,20.0,55.0
1M,simple,乙,"E=20,X=55,H=3",mult_raw|mult,mult_raw,mult,0.7315,0.6022,9.2007,10.2941,0.7049,1.7982,-1.0933,0.0663,1.1597,-1.0934,0.6,1.279,,3,20.0,55.0
1M,simple,乙,"E=20,X=60,H=3",mult|price,mult,price,0.6946,0.5213,10.5927,6.9661,2.0969,-1.5297,3.6266,1.4584,-2.1683,3.6267,1.472,-0.771,,3,20.0,60.0
1M,simple,乙,"E=20,X=60,H=3",mult_raw|price,mult_raw,price,0.6706,0.5003,9.1923,6.9661,0.6965,-1.5297,2.2262,0.058,-2.1683,2.2263,0.591,-0.771,,3,20.0,60.0
1M,simple,乙,"E=20,X=60,H=3",mult_raw|mult,mult_raw,mult,0.733,0.6085,9.1923,10.5927,0.6965,2.0969,-1.4004,0.058,1.4584,-1.4004,0.591,1.472,,3,20.0,60.0
1M,simple,乙,"E=20,X=65,H=3",mult|price,mult,price,0.6903,0.5221,10.9648,6.975,2.4689,-1.5209,3.9898,1.8304,-2.1594,3.9898,1.723,-0.783,,3,20.0,65.0
1M,simple,乙,"E=20,X=65,H=3",mult_raw|price,mult_raw,price,0.6753,0.5129,9.1658,6.975,0.67,-1.5209,2.1909,0.0314,-2.1594,2.1908,0.571,-0.783,,3,20.0,65.0
1M,simple,乙,"E=20,X=65,H=3",mult_raw|mult,mult_raw,mult,0.7369,0.6171,9.1658,10.9648,0.67,2.4689,-1.7989,0.0314,1.8304,-1.799,0.571,1.723,,3,20.0,65.0
1M,simple,乙,"E=20,X=70,H=3",mult|price,mult,price,0.6935,0.5281,10.7434,6.1046,2.2475,-2.3912,4.6387,1.609,-3.0298,4.6388,1.602,-1.221,,3,20.0,70.0
1M,simple,乙,"E=20,X=70,H=3",mult_raw|price,mult_raw,price,0.6756,0.516,9.1916,6.1046,0.6957,-2.3912,3.0869,0.0572,-3.0298,3.087,0.596,-1.221,,3,20.0,70.0
1M,simple,乙,"E=20,X=70,H=3",mult_raw|mult,mult_raw,mult,0.7362,0.6187,9.1916,10.7434,0.6957,2.2475,-1.5518,0.0572,1.609,-1.5518,0.596,1.602,,3,20.0,70.0
1M,simple,乙,"E=20,X=75,H=3",mult|price,mult,price,0.6871,0.5245,10.2996,6.0909,1.8037,-2.405,4.2087,1.1652,-3.0435,4.2087,1.322,-1.23,,3,20.0,75.0
1M,simple,乙,"E=20,X=75,H=3",mult_raw|price,mult_raw,price,0.6685,0.5137,9.2452,6.0909,0.7493,-2.405,3.1543,0.1108,-3.0435,3.1543,0.672,-1.23,,3,20.0,75.0
1M,simple,乙,"E=20,X=75,H=3",mult_raw|mult,mult_raw,mult,0.7305,0.6165,9.2452,10.2996,0.7493,1.8037,-1.0544,0.1108,1.1652,-1.0544,0.672,1.322,,3,20.0,75.0
1M,simple,乙,"E=20,X=80,H=3",mult|price,mult,price,0.6864,0.5291,10.7364,6.7339,2.2405,-1.762,4.0025,1.602,-2.4005,4.0025,1.65,-0.925,,3,20.0,80.0
1M,simple,乙,"E=20,X=80,H=3",mult_raw|price,mult_raw,price,0.6688,0.5212,8.6353,6.7339,0.1394,-1.762,1.9014,-0.4991,-2.4005,1.9014,0.125,-0.925,,3,20.0,80.0
1M,simple,乙,"E=20,X=80,H=3",mult_raw|mult,mult_raw,mult,0.7272,0.6166,8.6353,10.7364,0.1394,2.2405,-2.1011,-0.4991,1.602,-2.1011,0.125,1.65,,3,20.0,80.0
1M,simple,乙,"E=20,X=85,H=3",mult|price,mult,price,0.6857,0.5338,10.6502,7.0357,2.1544,-1.4601,3.6145,1.5158,-2.0987,3.6145,1.61,-0.754,,3,20.0,85.0
1M,simple,乙,"E=20,X=85,H=3",mult_raw|price,mult_raw,price,0.6663,0.5238,8.928,7.0357,0.4321,-1.4601,1.8922,-0.2064,-2.0987,1.8923,0.354,-0.754,,3,20.0,85.0
1M,simple,乙,"E=20,X=85,H=3",mult_raw|mult,mult_raw,mult,0.7247,0.6175,8.928,10.6502,0.4321,2.1544,-1.7223,-0.2064,1.5158,-1.7222,0.354,1.61,,3,20.0,85.0
1M,simple,乙,"E=20,X=90,H=3",mult|price,mult,price,0.6864,0.5373,10.665,6.9547,2.1691,-1.5412,3.7103,1.5306,-2.1797,3.7103,1.614,-0.805,,3,20.0,90.0
1M,simple,乙,"E=20,X=90,H=3",mult_raw|price,mult_raw,price,0.6695,0.5317,8.7624,6.9547,0.2666,-1.5412,1.8078,-0.3719,-2.1797,1.8078,0.209,-0.805,,3,20.0,90.0
1M,simple,乙,"E=20,X=90,H=3",mult_raw|mult,mult_raw,mult,0.7265,0.6236,8.7624,10.665,0.2666,2.1691,-1.9025,-0.3719,1.5306,-1.9025,0.209,1.614,,3,20.0,90.0
1M,simple,乙,"E=20,X=95,H=3",mult|price,mult,price,0.6878,0.544,10.5228,6.8338,2.027,-1.662,3.689,1.3884,-2.3006,3.689,1.566,-0.872,,3,20.0,95.0
1M,simple,乙,"E=20,X=95,H=3",mult_raw|price,mult_raw,price,0.6749,0.541,8.9246,6.8338,0.4287,-1.662,2.0907,-0.2098,-2.3006,2.0908,0.337,-0.872,,3,20.0,95.0
1M,simple,乙,"E=20,X=95,H=3",mult_raw|mult,mult_raw,mult,0.7254,0.6258,8.9246,10.5228,0.4287,2.027,-1.5983,-0.2098,1.3884,-1.5982,0.337,1.566,,3,20.0,95.0
1M,simple,乙,"E=25,X=50,H=3",mult|price,mult,price,0.6921,0.5228,10.9841,6.1571,2.4883,-2.3388,4.8271,1.8497,-2.9773,4.827,1.712,-1.228,,3,25.0,50.0
1M,simple,乙,"E=25,X=50,H=3",mult_raw|price,mult_raw,price,0.6728,0.5035,8.8765,6.1571,0.3806,-2.3388,2.7194,-0.2579,-2.9773,2.7194,0.327,-1.228,,3,25.0,50.0
1M,simple,乙,"E=25,X=50,H=3",mult_raw|mult,mult_raw,mult,0.7434,0.6238,8.8765,10.9841,0.3806,2.4883,-2.1077,-0.2579,1.8497,-2.1076,0.327,1.712,,3,25.0,50.0
1M,simple,乙,"E=25,X=55,H=3",mult|price,mult,price,0.6885,0.5215,11.0269,6.3627,2.531,-2.1332,4.6642,1.8925,-2.7717,4.6642,1.781,-1.155,,3,25.0,55.0
1M,simple,乙,"E=25,X=55,H=3",mult_raw|price,mult_raw,price,0.6674,0.5035,9.4177,6.3627,0.9218,-2.1332,3.055,0.2833,-2.7717,3.055,0.774,-1.155,,3,25.0,55.0
1M,simple,乙,"E=25,X=55,H=3",mult_raw|mult,mult_raw,mult,0.743,0.6271,9.4177,11.0269,0.9218,2.531,-1.6092,0.2833,1.8925,-1.6092,0.774,1.781,,3,25.0,55.0
1M,simple,乙,"E=25,X=60,H=3",mult|price,mult,price,0.686,0.5234,11.327,6.4731,2.8311,-2.0227,4.8538,2.1926,-2.6613,4.8539,1.981,-1.092,,3,25.0,60.0
1M,simple,乙,"E=25,X=60,H=3",mult_raw|price,mult_raw,price,0.672,0.5136,9.4984,6.4731,1.0026,-2.0227,3.0253,0.364,-2.6613,3.0253,0.856,-1.092,,3,25.0,60.0
1M,simple,乙,"E=25,X=60,H=3",mult_raw|mult,mult_raw,mult,0.7487,0.6377,9.4984,11.327,1.0026,2.8311,-1.8285,0.364,2.1926,-1.8286,0.856,1.981,,3,25.0,60.0
1M,simple,乙,"E=25,X=65,H=3",mult|price,mult,price,0.6849,0.5279,11.4121,6.7123,2.9162,-1.7835,4.6997,2.2777,-2.4221,4.6998,2.047,-0.987,,3,25.0,65.0
1M,simple,乙,"E=25,X=65,H=3",mult_raw|price,mult_raw,price,0.6749,0.5236,9.4878,6.7123,0.992,-1.7835,2.7755,0.3534,-2.4221,2.7755,0.852,-0.987,,3,25.0,65.0
1M,simple,乙,"E=25,X=65,H=3",mult_raw|mult,mult_raw,mult,0.7513,0.6441,9.4878,11.4121,0.992,2.9162,-1.9242,0.3534,2.2777,-1.9243,0.852,2.047,,3,25.0,65.0
1M,simple,乙,"E=25,X=70,H=3",mult|price,mult,price,0.6889,0.5346,11.191,5.8696,2.6952,-2.6262,5.3214,2.0567,-3.2648,5.3215,1.93,-1.432,,3,25.0,70.0
1M,simple,乙,"E=25,X=70,H=3",mult_raw|price,mult_raw,price,0.6778,0.5293,9.4083,5.8696,0.9125,-2.6262,3.5387,0.274,-3.2648,3.5388,0.794,-1.432,,3,25.0,70.0
1M,simple,乙,"E=25,X=70,H=3",mult_raw|mult,mult_raw,mult,0.7509,0.6458,9.4083,11.191,0.9125,2.6952,-1.7827,0.274,2.0567,-1.7827,0.794,1.93,,3,25.0,70.0
1M,simple,乙,"E=25,X=75,H=3",mult|price,mult,price,0.6803,0.5295,10.6051,5.8971,2.1092,-2.5987,4.7079,1.4707,-3.2373,4.708,1.568,-1.419,,3,25.0,75.0
1M,simple,乙,"E=25,X=75,H=3",mult_raw|price,mult_raw,price,0.6742,0.531,9.6515,5.8971,1.1556,-2.5987,3.7543,0.5171,-3.2373,3.7544,1.017,-1.419,,3,25.0,75.0
1M,simple,乙,"E=25,X=75,H=3",mult_raw|mult,mult_raw,mult,0.7444,0.6431,9.6515,10.6051,1.1556,2.1092,-0.9536,0.5171,1.4707,-0.9536,1.017,1.568,,3,25.0,75.0
1M,simple,乙,"E=25,X=80,H=3",mult|price,mult,price,0.6778,0.532,10.9082,6.6661,2.4123,-1.8297,4.242,1.7738,-2.4683,4.2421,1.803,-1.032,,3,25.0,80.0
1M,simple,乙,"E=25,X=80,H=3",mult_raw|price,mult_raw,price,0.6746,0.5384,9.0821,6.6661,0.5863,-1.8297,2.416,-0.0523,-2.4683,2.416,0.503,-1.032,,3,25.0,80.0
1M,simple,乙,"E=25,X=80,H=3",mult_raw|mult,mult_raw,mult,0.7409,0.6426,9.0821,10.9082,0.5863,2.4123,-1.826,-0.0523,1.7738,-1.8261,0.503,1.803,,3,25.0,80.0
1M,simple,乙,"E=25,X=85,H=3",mult|price,mult,price,0.6785,0.5376,10.723,6.4735,2.2272,-2.0224,4.2496,1.5886,-2.6609,4.2495,1.689,-1.154,,3,25.0,85.0
1M,simple,乙,"E=25,X=85,H=3",mult_raw|price,mult_raw,price,0.6742,0.5425,9.3537,6.4735,0.8578,-2.0224,2.8802,0.2193,-2.6609,2.8802,0.702,-1.154,,3,25.0,85.0
1M,simple,乙,"E=25,X=85,H=3",mult_raw|mult,mult_raw,mult,0.7384,0.6432,9.3537,10.723,0.8578,2.2272,-1.3694,0.2193,1.5886,-1.3693,0.702,1.689,,3,25.0,85.0
1M,simple,乙,"E=25,X=90,H=3",mult|price,mult,price,0.6785,0.5402,10.7011,6.3949,2.2052,-2.1009,4.3061,1.5667,-2.7395,4.3062,1.663,-1.207,,3,25.0,90.0
1M,simple,乙,"E=25,X=90,H=3",mult_raw|price,mult_raw,price,0.6789,0.5518,9.1326,6.3949,0.6367,-2.1009,2.7376,-0.0018,-2.7395,2.7377,0.508,-1.207,,3,25.0,90.0
1M,simple,乙,"E=25,X=90,H=3",mult_raw|mult,mult_raw,mult,0.7401,0.6491,9.1326,10.7011,0.6367,2.2052,-1.5685,-0.0018,1.5667,-1.5685,0.508,1.663,,3,25.0,90.0
1M,simple,乙,"E=25,X=95,H=3",mult|price,mult,price,0.6799,0.5467,10.5708,6.3174,2.075,-2.1784,4.2534,1.4364,-2.8169,4.2533,1.628,-1.254,,3,25.0,95.0
1M,simple,乙,"E=25,X=95,H=3",mult_raw|price,mult_raw,price,0.6832,0.5595,9.3109,6.3174,0.815,-2.1784,2.9934,0.1765,-2.8169,2.9934,0.652,-1.254,,3,25.0,95.0
1M,simple,乙,"E=25,X=95,H=3",mult_raw|mult,mult_raw,mult,0.7387,0.6507,9.3109,10.5708,0.815,2.075,-1.26,0.1765,1.4364,-1.2599,0.652,1.628,,3,25.0,95.0
1M,simple,乙,"E=30,X=50,H=3",mult|price,mult,price,0.6839,0.5263,10.3047,7.0508,1.8088,-1.445,3.2538,1.1703,-2.0836,3.2539,1.29,-0.776,,3,30.0,50.0
1M,simple,乙,"E=30,X=50,H=3",mult_raw|price,mult_raw,price,0.6774,0.5195,8.8171,7.0508,0.3213,-1.445,1.7663,-0.3173,-2.0836,1.7663,0.286,-0.776,,3,30.0,50.0
1M,simple,乙,"E=30,X=50,H=3",mult_raw|mult,mult_raw,mult,0.7527,0.6421,8.8171,10.3047,0.3213,1.8088,-1.4875,-0.3173,1.1703,-1.4876,0.286,1.29,,3,30.0,50.0
1M,simple,乙,"E=30,X=55,H=3",mult|price,mult,price,0.6849,0.5309,10.3769,7.3872,1.8811,-1.1087,2.9898,1.2425,-1.7472,2.9897,1.371,-0.612,,3,30.0,55.0
1M,simple,乙,"E=30,X=55,H=3",mult_raw|price,mult_raw,price,0.6742,0.5213,9.2327,7.3872,0.7369,-1.1087,1.8456,0.0983,-1.7472,1.8455,0.621,-0.612,,3,30.0,55.0
1M,simple,乙,"E=30,X=55,H=3",mult_raw|mult,mult_raw,mult,0.7505,0.6425,9.2327,10.3769,0.7369,1.8811,-1.1442,0.0983,1.2425,-1.1442,0.621,1.371,,3,30.0,55.0
1M,simple,乙,"E=30,X=60,H=3",mult|price,mult,price,0.6806,0.5315,10.591,7.548,2.0952,-0.9479,3.0431,1.4566,-1.5864,3.043,1.524,-0.518,,3,30.0,60.0
1M,simple,乙,"E=30,X=60,H=3",mult_raw|price,mult_raw,price,0.6792,0.5321,9.4329,7.548,0.937,-0.9479,1.8849,0.2985,-1.5864,1.8849,0.803,-0.518,,3,30.0,60.0
1M,simple,乙,"E=30,X=60,H=3",mult_raw|mult,mult_raw,mult,0.7548,0.6514,9.4329,10.591,0.937,2.0952,-1.1582,0.2985,1.4566,-1.1581,0.803,1.524,,3,30.0,60.0
1M,simple,乙,"E=30,X=65,H=3",mult|price,mult,price,0.6824,0.539,10.6518,7.8345,2.156,-0.6614,2.8174,1.5174,-1.2999,2.8173,1.563,-0.368,,3,30.0,65.0
1M,simple,乙,"E=30,X=65,H=3",mult_raw|price,mult_raw,price,0.6828,0.5424,9.354,7.8345,0.8582,-0.6614,1.5196,0.2196,-1.2999,1.5195,0.741,-0.368,,3,30.0,65.0
1M,simple,乙,"E=30,X=65,H=3",mult_raw|mult,mult_raw,mult,0.7581,0.6586,9.354,10.6518,0.8582,2.156,-1.2978,0.2196,1.5174,-1.2978,0.741,1.563,,3,30.0,65.0
