proxy,entry,exit,top_n,k,n_entries,avg_hold_days,avg_slots_filled,pct_days_empty,pct_days_full,turnover_ann,maxdd_port,maxdd_pick,port_cagr_0,pick_cagr_0,port_cagr_15,pick_cagr_15,port_cagr_25,pick_cagr_25,port_cagr_50,pick_cagr_50,pick_month_mean_pct,spy_month_mean_pct,spy_cagr,xlk_cagr,pool_ew_cagr,rand_p5,rand_p50,rand_p95,vs_spy,vs_xlk,vs_pool,port_vs_spy,port_vs_xlk,beats_rand
low_vol,dd_10,drop_out,5,15,170,477.2,14.89,0.0,96.3,1.047,-42.32,-42.32,11.945,12.146,11.769,11.957,11.653,11.83,11.361,11.515,1.023,0.958,10.903,15.659,10.144,5.122,6.526,8.004,1.054,-3.702,1.813,0.866,-3.89,True
low_vol,dd_15,rsi2d_gt90,5,6,1498,11.9,3.27,15.3,32.8,23.057,-43.21,-56.76,11.307,11.867,7.52,5.408,5.066,1.307,-0.832,-8.276,0.626,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-5.495,-10.251,-4.736,-3.383,-8.139,False
low_vol,dd_15,rsi2d_gt90,5,10,1924,12.0,4.24,15.3,18.8,17.768,-50.41,-54.3,12.688,13.37,9.723,6.676,7.789,2.43,3.099,-7.473,0.722,0.958,10.903,15.659,10.144,4.663,6.47,8.343,-4.227,-8.983,-3.468,-1.18,-5.936,False
low_vol,dd_15,rsi2d_gt90,5,15,2220,12.2,4.98,15.3,10.1,13.668,-42.74,-51.21,13.084,14.094,10.789,7.362,9.284,3.092,5.609,-6.867,0.769,0.958,10.903,15.659,10.144,5.122,6.526,8.004,-3.541,-8.297,-2.782,-0.114,-4.87,False
low_vol,dd_15,death_cross,5,6,7563,2.2,3.12,16.2,29.0,116.409,-79.73,-98.69,12.462,10.882,-5.56,-17.436,-15.953,-32.201,-37.239,-58.633,-1.401,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-28.339,-33.095,-27.58,-16.463,-21.219,False
low_vol,dd_15,death_cross,5,10,9568,2.2,3.91,15.1,13.8,88.362,-71.08,-99.15,11.558,9.962,-2.292,-19.153,-10.565,-34.172,-28.336,-60.686,-1.574,0.958,10.903,15.659,10.144,4.663,6.47,8.343,-30.056,-34.812,-29.297,-13.195,-17.951,False
low_vol,dd_15,death_cross,5,15,10641,2.2,4.39,15.3,6.9,65.514,-69.05,-99.31,11.574,9.295,1.132,-19.926,-5.287,-34.957,-19.624,-61.392,-1.654,0.958,10.903,15.659,10.144,5.122,6.526,8.004,-30.829,-35.585,-30.07,-9.771,-14.527,False
low_vol,dd_15,trail_10,5,6,353,91.0,5.89,0.0,93.1,5.433,-50.72,-51.26,7.944,7.777,7.071,6.87,6.493,6.27,5.059,4.783,0.647,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-4.033,-8.789,-3.274,-3.832,-8.588,False
low_vol,dd_15,trail_10,5,10,577,90.5,9.58,0.0,80.5,5.329,-46.64,-47.24,10.114,9.886,9.24,8.949,8.662,8.328,7.228,6.79,0.801,0.958,10.903,15.659,10.144,4.663,6.47,8.343,-1.954,-6.71,-1.195,-1.663,-6.419,True
low_vol,dd_15,trail_10,5,15,887,83.5,13.6,0.0,61.1,5.461,-47.79,-48.06,10.458,10.5,9.561,9.503,8.966,8.843,7.494,7.211,0.842,0.958,10.903,15.659,10.144,5.122,6.526,8.004,-1.4,-6.156,-0.641,-1.342,-6.098,True
low_vol,dd_15,trail_20,5,6,72,451.2,5.96,0.0,98.6,1.108,-49.66,-49.66,9.205,9.092,9.025,8.901,8.904,8.774,8.604,8.456,0.789,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-2.002,-6.758,-1.243,-1.878,-6.634,True
low_vol,dd_15,trail_20,5,10,125,431.8,9.91,0.0,98.5,1.154,-44.95,-44.95,11.269,11.166,11.078,10.958,10.95,10.819,10.632,10.473,0.944,0.958,10.903,15.659,10.144,4.663,6.47,8.343,0.055,-4.701,0.814,0.175,-4.581,True
low_vol,dd_15,trail_20,5,15,180,448.2,14.81,0.0,97.5,1.108,-43.54,-43.54,10.738,10.673,10.555,10.47,10.433,10.335,10.13,9.997,0.901,0.958,10.903,15.659,10.144,5.122,6.526,8.004,-0.433,-5.189,0.326,-0.348,-5.104,True
low_vol,dd_15,time_3m,5,6,401,63.4,4.66,2.2,57.0,6.172,-44.51,-46.55,12.313,13.02,11.279,11.556,10.595,10.59,8.902,8.21,1.071,0.958,10.903,15.659,10.144,3.847,6.321,8.809,0.653,-4.103,1.412,0.376,-4.38,True
low_vol,dd_15,time_3m,5,10,579,63.5,6.75,1.9,39.3,5.347,-42.45,-45.26,13.073,13.77,12.171,12.247,11.574,11.242,10.093,8.767,1.108,0.958,10.903,15.659,10.144,4.663,6.47,8.343,1.344,-3.412,2.103,1.268,-3.488,True
low_vol,dd_15,time_3m,5,15,743,63.4,8.65,2.3,26.9,4.574,-42.63,-44.62,11.49,10.694,10.728,9.204,10.224,8.221,8.971,5.801,0.879,0.958,10.903,15.659,10.144,5.122,6.526,8.004,-1.699,-6.455,-0.94,-0.175,-4.931,True
low_vol,dd_15,time_6m,5,6,229,125.5,5.28,0.3,69.3,3.525,-53.89,-54.69,9.357,8.888,8.78,8.146,8.398,7.654,7.446,6.432,0.808,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-2.757,-7.513,-1.998,-2.123,-6.879,False
low_vol,dd_15,time_6m,5,10,345,125.4,7.94,0.0,53.0,3.186,-52.9,-54.86,9.642,9.428,9.119,8.671,8.772,8.17,7.909,6.925,0.828,0.958,10.903,15.659,10.144,4.663,6.47,8.343,-2.232,-6.988,-1.473,-1.784,-6.54,True
low_vol,dd_15,time_6m,5,15,459,125.2,10.54,0.0,37.3,2.826,-51.02,-52.01,10.418,10.031,9.951,9.271,9.641,8.768,8.87,7.518,0.865,0.958,10.903,15.659,10.144,5.122,6.526,8.004,-1.632,-6.388,-0.873,-0.952,-5.708,True
low_vol,dd_15,drop_out,5,6,85,377.4,5.89,0.0,92.9,1.308,-51.89,-52.18,10.145,9.94,9.929,9.699,9.785,9.539,9.426,9.139,0.913,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-1.204,-5.96,-0.445,-0.974,-5.73,True
low_vol,dd_15,drop_out,5,10,142,371.4,9.68,0.0,81.3,1.311,-44.86,-44.86,11.999,11.729,11.779,11.476,11.632,11.308,11.267,10.889,1.007,0.958,10.903,15.659,10.144,4.663,6.47,8.343,0.573,-4.183,1.332,0.876,-3.88,True
low_vol,dd_15,drop_out,5,15,234,328.0,14.08,0.0,63.8,1.441,-45.38,-45.51,11.692,11.506,11.451,11.219,11.291,11.028,10.891,10.551,0.977,0.958,10.903,15.659,10.144,5.122,6.526,8.004,0.316,-4.44,1.075,0.548,-4.208,True
low_vol,golden_cross,rsi2d_gt90,5,6,1996,9.2,3.39,6.1,19.4,30.722,-50.09,-59.62,11.785,12.573,6.75,2.801,3.519,-3.244,-4.142,-16.867,0.352,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-8.102,-12.858,-7.343,-4.153,-8.909,False
low_vol,golden_cross,rsi2d_gt90,5,10,2428,9.3,4.15,5.1,4.9,22.423,-55.17,-57.41,11.726,12.694,8.031,2.747,5.635,-3.399,-0.127,-17.221,0.352,0.958,10.903,15.659,10.144,4.663,6.47,8.343,-8.156,-12.912,-7.397,-2.872,-7.628,False
low_vol,golden_cross,rsi2d_gt90,5,15,2563,9.4,4.42,4.6,1.0,15.78,-54.63,-57.8,11.368,11.583,8.763,1.762,7.061,-4.306,2.918,-17.959,0.273,0.958,10.903,15.659,10.144,5.122,6.526,8.004,-9.141,-13.897,-8.382,-2.14,-6.896,False
low_vol,golden_cross,death_cross,5,6,544,53.4,5.33,1.6,69.9,8.373,-49.06,-37.89,10.107,9.754,8.733,7.788,7.826,6.496,5.59,3.332,0.719,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-3.115,-7.871,-2.356,-2.17,-6.926,False
low_vol,golden_cross,death_cross,5,10,889,52.9,8.63,1.5,56.9,8.21,-53.71,-43.65,9.07,7.815,7.735,5.876,6.855,4.603,4.683,1.484,0.571,0.958,10.903,15.659,10.144,4.663,6.47,8.343,-5.027,-9.783,-4.268,-3.168,-7.924,False
low_vol,golden_cross,death_cross,5,15,1259,54.2,12.53,1.3,46.2,7.751,-52.61,-44.01,9.419,7.804,8.155,5.867,7.319,4.594,5.26,1.478,0.561,0.958,10.903,15.659,10.144,5.122,6.526,8.004,-5.036,-9.792,-4.277,-2.748,-7.504,False
low_vol,golden_cross,trail_10,5,6,220,139.8,5.65,1.2,82.8,3.386,-50.99,-46.81,10.571,10.643,10.011,9.907,9.639,9.42,8.715,8.209,0.874,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-0.996,-5.752,-0.237,-0.892,-5.648,True
low_vol,golden_cross,trail_10,5,10,380,132.9,9.27,1.1,73.8,3.509,-49.08,-41.84,8.721,8.792,8.15,8.037,7.771,7.536,6.83,6.294,0.725,0.958,10.903,15.659,10.144,4.663,6.47,8.343,-2.866,-7.622,-2.107,-2.753,-7.509,False
low_vol,golden_cross,trail_10,5,15,571,130.1,13.63,1.1,64.6,3.516,-48.44,-41.37,8.686,9.027,8.115,8.235,7.736,7.711,6.794,6.41,0.729,0.958,10.903,15.659,10.144,5.122,6.526,8.004,-2.668,-7.424,-1.909,-2.788,-7.544,True
low_vol,golden_cross,trail_20,5,6,65,492.7,5.88,0.5,94.4,1.0,-43.94,-38.26,9.73,8.995,9.565,8.785,9.456,8.645,9.183,8.296,0.79,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-2.118,-6.874,-1.359,-1.338,-6.094,False
low_vol,golden_cross,trail_20,5,10,110,483.9,9.77,0.5,92.3,1.011,-42.86,-35.21,9.163,8.565,8.998,8.34,8.888,8.19,8.614,7.815,0.745,0.958,10.903,15.659,10.144,4.663,6.47,8.343,-2.563,-7.319,-1.804,-1.905,-6.661,False
low_vol,golden_cross,trail_20,5,15,160,497.2,14.6,0.4,89.2,0.982,-46.61,-38.92,10.036,9.754,9.875,9.517,9.767,9.36,9.499,8.967,0.827,0.958,10.903,15.659,10.144,5.122,6.526,8.004,-1.386,-6.142,-0.627,-1.028,-5.784,True
low_vol,golden_cross,time_3m,5,6,470,63.6,5.48,0.7,73.0,7.234,-47.49,-47.73,10.544,10.462,9.351,8.793,8.563,7.694,6.616,4.992,0.788,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-2.11,-6.866,-1.351,-1.552,-6.308,False
low_vol,golden_cross,time_3m,5,10,757,63.6,8.84,0.4,58.2,6.991,-48.41,-49.34,10.354,10.773,9.203,9.189,8.443,8.145,6.564,5.576,0.809,0.958,10.903,15.659,10.144,4.663,6.47,8.343,-1.714,-6.47,-0.955,-1.7,-6.456,True
low_vol,golden_cross,time_3m,5,15,1095,63.7,12.79,0.1,45.0,6.742,-49.8,-52.84,10.767,10.667,9.653,9.056,8.916,7.994,7.096,5.384,0.798,0.958,10.903,15.659,10.144,5.122,6.526,8.004,-1.847,-6.603,-1.088,-1.25,-6.006,True
low_vol,golden_cross,time_6m,5,6,252,124.9,5.77,0.1,87.0,3.871,-54.39,-54.64,10.558,10.939,9.919,10.134,9.494,9.6,8.44,8.276,0.921,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-0.769,-5.525,-0.01,-0.984,-5.74,True
low_vol,golden_cross,time_6m,5,10,413,125.5,9.51,0.1,77.3,3.805,-52.96,-53.44,10.692,11.259,10.062,10.504,9.644,10.003,8.606,8.761,0.923,0.958,10.903,15.659,10.144,4.663,6.47,8.343,-0.399,-5.155,0.36,-0.841,-5.597,True
low_vol,golden_cross,time_6m,5,15,610,125.4,14.04,0.1,63.2,3.749,-48.4,-48.44,11.768,11.848,11.141,11.118,10.726,10.633,9.693,9.431,0.961,0.958,10.903,15.659,10.144,5.122,6.526,8.004,0.215,-4.541,0.974,0.238,-4.518,True
low_vol,golden_cross,drop_out,5,6,56,578.1,5.94,0.1,95.5,0.862,-41.6,-40.67,10.799,11.004,10.656,10.836,10.561,10.724,10.323,10.445,0.957,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-0.067,-4.823,0.692,-0.247,-5.003,True
low_vol,golden_cross,drop_out,5,10,85,634.0,9.89,0.1,92.6,0.785,-41.4,-40.83,11.313,11.623,11.182,11.468,11.095,11.365,10.877,11.107,0.986,0.958,10.903,15.659,10.144,4.663,6.47,8.343,0.565,-4.191,1.324,0.279,-4.477,True
low_vol,golden_cross,drop_out,5,15,157,512.5,14.77,0.1,87.3,0.967,-41.9,-41.19,11.275,11.594,11.114,11.405,11.007,11.279,10.739,10.964,0.977,0.958,10.903,15.659,10.144,5.122,6.526,8.004,0.502,-4.254,1.261,0.211,-4.545,True
